,left_elbow_x_cumsum_0,left_elbow_x_cumsum_1,left_elbow_x_cumsum_2,left_elbow_x_cumsum_3,left_elbow_x_cumsum_4,left_elbow_x_cumsum_5,left_elbow_y_cumsum_0,left_elbow_y_cumsum_1,left_elbow_y_cumsum_2,left_elbow_y_cumsum_3,left_elbow_y_cumsum_4,left_elbow_y_cumsum_5,right_elbow_x_cumsum_0,right_elbow_x_cumsum_1,right_elbow_x_cumsum_2,right_elbow_x_cumsum_3,right_elbow_x_cumsum_4,right_elbow_x_cumsum_5,right_elbow_y_cumsum_0,right_elbow_y_cumsum_1,right_elbow_y_cumsum_2,right_elbow_y_cumsum_3,right_elbow_y_cumsum_4,right_elbow_y_cumsum_5,left_wrist_x_cumsum_0,left_wrist_x_cumsum_1,left_wrist_x_cumsum_2,left_wrist_x_cumsum_3,left_wrist_x_cumsum_4,left_wrist_x_cumsum_5,left_wrist_y_cumsum_0,left_wrist_y_cumsum_1,left_wrist_y_cumsum_2,left_wrist_y_cumsum_3,left_wrist_y_cumsum_4,left_wrist_y_cumsum_5,right_wrist_x_cumsum_0,right_wrist_x_cumsum_1,right_wrist_x_cumsum_2,right_wrist_x_cumsum_3,right_wrist_x_cumsum_4,right_wrist_x_cumsum_5,right_wrist_y_cumsum_0,right_wrist_y_cumsum_1,right_wrist_y_cumsum_2,right_wrist_y_cumsum_3,right_wrist_y_cumsum_4,right_wrist_y_cumsum_5,gt_idle,gt_sr,gt_sl,gt_r
0,0.008486,0.011675,0.015024,0.014879,0.014783,0.01504,-0.028052,-0.030113,-0.029034,-0.027843,-0.029582,-0.01161,-0.004074,-0.003575,0.001063,0.009243,0.016329,0.02583,0.098488,0.094397,0.107199,0.107473,0.106121,0.103898,0.006538,0.007327,0.007633,0.004525,-0.002786,-0.002882,-0.030918,-0.039228,-0.039179,-0.055121,-0.064639,-0.062626,0.035508,0.047134,0.119808,0.150227,0.177104,0.19179,0.105122,0.114462,0.106539,0.099083,0.092111,0.092143,1,0,0,0
1,0.003143,0.006445,0.006302,0.006207,0.00646,0.006841,-0.002032,-0.000968,0.000206,-0.001508,0.016207,0.016937,0.000492,0.005064,0.013127,0.020112,0.029477,0.040826,-0.004032,0.008588,0.008857,0.007524,0.005333,0.002508,0.000778,0.001079,-0.001984,-0.009191,-0.009286,-0.017,-0.008191,-0.008143,-0.023858,-0.033239,-0.031255,-0.028302,0.011461,0.083097,0.113082,0.139575,0.154052,0.17264,0.009207,0.001397,-0.005953,-0.012826,-0.012794,-0.011842,1,0,0,0
2,0.003265,0.003124,0.00303,0.003281,0.003658,0.008336,0.001052,0.002214,0.000518,0.018039,0.018761,0.024758,0.004521,0.012497,0.019404,0.028667,0.039892,0.051117,0.012481,0.012748,0.011429,0.009263,0.006468,0.007646,0.000298,-0.002732,-0.009859,-0.009953,-0.017583,-0.017473,4.7e-05,-0.015495,-0.024774,-0.022811,-0.019891,-0.0046,0.070851,0.100507,0.126709,0.141027,0.159411,0.1715,-0.007724,-0.014993,-0.021791,-0.021759,-0.020817,-0.008933,1,0,0,0
3,-0.00014,-0.000234,1.6e-05,0.000389,0.005032,0.014317,0.001153,-0.00053,0.016856,0.017573,0.023524,0.035566,0.007914,0.014768,0.02396,0.035098,0.046237,0.064682,0.000265,-0.001044,-0.003194,-0.005967,-0.004798,-0.006668,-0.003007,-0.010079,-0.010173,-0.017744,-0.017635,-0.006932,-0.015423,-0.02463,-0.022682,-0.019785,-0.004611,0.006122,0.029428,0.055428,0.069636,0.087879,0.099874,0.10609,-0.007213,-0.013958,-0.013927,-0.012993,-0.0012,-0.004315,1,0,0,0
4,-9.3e-05,0.000156,0.000529,0.005169,0.014448,0.024521,-0.001681,0.015693,0.016409,0.022357,0.034391,0.052669,0.00685,0.016036,0.027168,0.038299,0.056733,0.069421,-0.001308,-0.003456,-0.006228,-0.00506,-0.006928,-0.010524,-0.007068,-0.007162,-0.014728,-0.014619,-0.003923,0.010026,-0.009201,-0.007255,-0.004359,0.010805,0.021532,0.030406,0.025984,0.040183,0.058414,0.070402,0.076614,0.077408,-0.006741,-0.00671,-0.005776,0.00601,0.002896,-0.002366,1,0,0,0
5,0.000249,0.000622,0.005256,0.014524,0.024585,0.029467,0.017354,0.018069,0.024009,0.036029,0.054285,0.087593,0.009175,0.020293,0.031411,0.049822,0.062496,0.078497,-0.002146,-0.004914,-0.003748,-0.005614,-0.009206,-0.007713,-9.3e-05,-0.007651,-0.007542,0.003141,0.017074,0.02079,0.001944,0.004836,0.019982,0.030696,0.039559,0.077144,0.014182,0.032391,0.044364,0.050569,0.051362,0.056291,3.1e-05,0.000964,0.012735,0.009625,0.00437,0.003032,1,0,0,0
6,0.000374,0.005018,0.014306,0.024388,0.029281,0.038148,0.000717,0.00667,0.018716,0.03701,0.07039,0.105858,0.011142,0.022284,0.040735,0.053435,0.069471,0.083355,-0.002774,-0.001605,-0.003475,-0.007075,-0.005579,-0.006311,-0.007574,-0.007464,0.003241,0.017204,0.020928,0.043306,0.002899,0.018077,0.028814,0.037696,0.075361,0.095588,0.018248,0.030247,0.036465,0.03726,0.0422,0.051565,0.000935,0.012732,0.009615,0.004348,0.003008,-0.000281,1,0,0,0
7,0.004611,0.013834,0.023845,0.028704,0.037508,0.055118,0.005911,0.017872,0.036038,0.069183,0.104402,0.100905,0.011064,0.029385,0.041996,0.057918,0.071706,0.092115,0.001161,-0.000696,-0.004271,-0.002785,-0.003513,-0.001919,0.000108,0.010739,0.024603,0.028302,0.050522,0.064355,0.015071,0.025733,0.034553,0.071953,0.092038,0.093199,0.011915,0.018089,0.018878,0.023783,0.033083,0.048634,0.011714,0.008619,0.003389,0.002058,-0.001207,-0.001934,1,0,0,0
8,0.009263,0.019318,0.024198,0.033041,0.050728,0.079791,0.012014,0.03026,0.06355,0.098922,0.09541,0.109242,0.018401,0.031068,0.04706,0.060908,0.081407,0.097648,-0.001865,-0.005455,-0.003963,-0.004694,-0.003093,-0.002533,0.010677,0.024602,0.028317,0.050635,0.064529,0.094586,0.010708,0.019567,0.057131,0.077304,0.07847,0.098969,0.006201,0.006994,0.01192,0.021261,0.03688,0.040812,-0.003108,-0.008361,-0.009698,-0.012977,-0.013708,-0.019582,1,0,0,0
9,0.010114,0.015023,0.023918,0.041708,0.070942,0.081822,0.018353,0.051838,0.087419,0.083886,0.097799,0.104708,0.012741,0.028827,0.042756,0.063375,0.079712,0.097783,-0.003611,-0.00211,-0.002845,-0.001235,-0.000672,0.00172,0.014007,0.017743,0.040192,0.054168,0.084401,0.089513,0.008911,0.046695,0.066987,0.068159,0.088779,0.093218,0.000797,0.005753,0.015148,0.030859,0.034814,0.040802,-0.005284,-0.006628,-0.009927,-0.010662,-0.016571,-0.016461,1,0,0,0
10,0.004982,0.01401,0.032066,0.061735,0.072778,0.083424,0.033985,0.070097,0.066511,0.080632,0.087645,0.08893,0.016326,0.030463,0.051391,0.067971,0.086312,0.102908,0.001523,0.000777,0.002412,0.002983,0.00541,0.008901,0.003792,0.026576,0.04076,0.071445,0.076634,0.083107,0.038349,0.058943,0.060133,0.08106,0.085566,0.100306,0.00503,0.014565,0.030511,0.034525,0.040602,0.047265,-0.001364,-0.004712,-0.005458,-0.011455,-0.011344,-0.009964,1,0,0,0
11,0.009065,0.027195,0.056986,0.068074,0.078764,0.084611,0.036259,0.032659,0.046838,0.053879,0.05517,0.066051,0.014195,0.035208,0.051856,0.070273,0.086937,0.099921,-0.000749,0.000892,0.001466,0.003903,0.007408,0.009543,0.022877,0.03712,0.067931,0.07314,0.07964,0.08375,0.020679,0.021874,0.042887,0.047411,0.062211,0.092146,0.009575,0.025586,0.029616,0.035718,0.042409,0.043667,-0.003361,-0.00411,-0.010132,-0.010021,-0.008635,-0.009654,1,0,0,0
12,0.018091,0.047819,0.058883,0.06955,0.075384,0.083619,-0.003593,0.010556,0.017582,0.01887,0.029728,0.040268,0.020968,0.037581,0.055958,0.072586,0.085543,0.094556,0.001637,0.00221,0.004642,0.008139,0.01027,0.007186,0.014212,0.044957,0.050156,0.056642,0.060743,0.063144,0.001192,0.022161,0.026675,0.041444,0.071315,0.079502,0.015977,0.019999,0.026087,0.032764,0.03402,0.03952,-0.000747,-0.006756,-0.006645,-0.005262,-0.006279,-0.025372,1,0,0,0
13,0.029824,0.040924,0.051625,0.057479,0.06574,0.070875,0.014194,0.021243,0.022535,0.033428,0.044002,0.040892,0.016666,0.035103,0.051785,0.064783,0.073826,0.08357,0.000574,0.003014,0.006523,0.00866,0.005566,0.002663,0.030844,0.03606,0.042567,0.046681,0.04909,0.049967,0.021036,0.025566,0.040382,0.070349,0.078563,0.072422,0.004035,0.010143,0.016842,0.018102,0.02362,0.026028,-0.006029,-0.005917,-0.004529,-0.00555,-0.024704,-0.028691,1,0,0,0
14,0.011282,0.022159,0.028108,0.036505,0.041725,0.037283,0.007165,0.008478,0.019549,0.030297,0.027136,0.021527,0.018739,0.035695,0.048906,0.058097,0.068001,0.081083,0.00248,0.006046,0.008219,0.005074,0.002124,-0.015594,0.005301,0.011914,0.016097,0.018544,0.019436,0.022159,0.004604,0.019663,0.050122,0.05847,0.052229,0.048468,0.006208,0.013017,0.014297,0.019906,0.022354,0.027427,0.000113,0.001524,0.000486,-0.018982,-0.023035,-0.03054,1,0,0,0
15,0.010872,0.016818,0.025211,0.030429,0.025989,0.037088,0.001312,0.012379,0.023121,0.019962,0.014356,0.008393,0.016948,0.030153,0.03934,0.04924,0.062315,0.065929,0.003565,0.005736,0.002592,-0.000356,-0.018066,-0.029278,0.006611,0.010791,0.013238,0.014129,0.016851,0.01293,0.015052,0.045497,0.053841,0.047603,0.043844,0.029489,0.006805,0.008085,0.013691,0.016138,0.021209,0.020075,0.00141,0.000373,-0.019087,-0.023137,-0.030639,-0.056045,1,0,0,0
16,0.006037,0.014557,0.019854,0.015347,0.026614,0.020018,0.011235,0.02214,0.018933,0.013241,0.007188,-0.011136,0.013406,0.022732,0.032783,0.046057,0.049725,0.053805,0.002204,-0.000987,-0.003981,-0.021959,-0.033342,-0.049923,0.004244,0.006728,0.007632,0.010396,0.006415,0.008965,0.030908,0.039379,0.033046,0.02923,0.014656,0.014294,0.001299,0.006991,0.009475,0.014623,0.013472,0.013357,-0.001053,-0.020808,-0.02492,-0.032536,-0.058328,-0.066355,1,0,0,0
17,0.008662,0.014046,0.009464,0.020918,0.014213,0.012808,0.011086,0.007825,0.00204,-0.004113,-0.022741,-0.035817,0.009481,0.019697,0.033191,0.03692,0.041067,0.045649,-0.003244,-0.006287,-0.024563,-0.036134,-0.052989,-0.056149,0.002525,0.003445,0.006254,0.002207,0.004799,0.002709,0.008611,0.002174,-0.001706,-0.01652,-0.016888,-0.018259,0.005786,0.00831,0.013544,0.012374,0.012257,0.013226,-0.020082,-0.024262,-0.032004,-0.058223,-0.066383,-0.072637,1,0,0,0
18,0.005445,0.000812,0.012394,0.005614,0.004193,0.005022,-0.003297,-0.009148,-0.01537,-0.034207,-0.04743,-0.175465,0.010331,0.023977,0.027748,0.031941,0.036574,0.041731,-0.003077,-0.021559,-0.03326,-0.050304,-0.0535,-0.075465,0.00093,0.003771,-0.000321,0.0023,0.000186,-0.228593,-0.00651,-0.010433,-0.025414,-0.025786,-0.027173,-0.780688,0.002553,0.007846,0.006662,0.006544,0.007525,0.007541,-0.004227,-0.012056,-0.038569,-0.046821,-0.053145,-0.074281,1,0,0,0
19,-0.004709,0.007063,0.000172,-0.001272,-0.00043,-0.00165,-0.005946,-0.01227,-0.031414,-0.044853,-0.174979,-0.268964,0.013868,0.017701,0.021963,0.026671,0.031913,0.037704,-0.018783,-0.030675,-0.047998,-0.051246,-0.073569,-0.08352,0.002887,-0.001272,0.001392,-0.000756,-0.233271,-0.248428,-0.003987,-0.019213,-0.019591,-0.021,-0.78682,-0.990997,0.005379,0.004176,0.004056,0.005052,0.00507,0.006565,-0.007957,-0.034903,-0.043289,-0.049717,-0.071198,-0.076216,1,0,0,0
20,0.012022,0.004984,0.00351,0.00437,0.003124,0.00165,-0.006458,-0.026009,-0.039733,-0.17262,-0.268599,-0.243012,0.003914,0.008266,0.013075,0.018427,0.024342,0.028747,-0.012144,-0.029835,-0.033152,-0.055949,-0.06611,-0.071656,-0.004247,-0.001527,-0.003721,-0.241169,-0.256648,-0.246381,-0.015549,-0.015935,-0.017374,-0.799445,-1.007954,-0.985526,-0.001228,-0.001351,-0.000333,-0.000316,0.001211,0.001895,-0.027518,-0.036082,-0.042646,-0.064583,-0.069708,-0.098472,1,0,0,0
21,-0.007146,-0.008643,-0.00777,-0.009035,-0.010532,-0.007182,-0.019852,-0.033788,-0.168727,-0.266189,-0.240206,-0.27608,0.00442,0.009302,0.014738,0.020743,0.025216,0.026375,-0.017963,-0.021331,-0.044481,-0.054799,-0.06043,-0.055815,0.002762,0.000535,-0.240581,-0.256299,-0.245873,-0.254641,-0.000392,-0.001853,-0.796001,-1.00773,-0.984955,-1.017122,-0.000125,0.000909,0.000927,0.002477,0.003172,0.003226,-0.008697,-0.015362,-0.037638,-0.042841,-0.072049,-0.068681,1,0,0,0
22,-0.001512,-0.00063,-0.001908,-0.003421,-3.6e-05,-0.004303,-0.014079,-0.150406,-0.248871,-0.222621,-0.258863,-0.241687,0.004933,0.010424,0.016492,0.021011,0.022181,0.028987,-0.003403,-0.02679,-0.037214,-0.042904,-0.038241,-0.039933,-0.002251,-0.245846,-0.261726,-0.251193,-0.260051,-0.259853,-0.001476,-0.803793,-1.0177,-0.994691,-1.027188,-1.000146,0.001044,0.001062,0.002629,0.003331,0.003385,0.007184,-0.006734,-0.029239,-0.034496,-0.064005,-0.060602,-0.064455,1,0,0,0
23,0.000888,-0.000398,-0.00192,0.001485,-0.002808,-0.056332,-0.137153,-0.236213,-0.209804,-0.246266,-0.228986,-0.051586,0.005525,0.011629,0.016175,0.017352,0.024199,0.033872,-0.023529,-0.034016,-0.03974,-0.035049,-0.036752,-0.034469,-0.24507,-0.261046,-0.25045,-0.259362,-0.259162,-0.115888,-0.807175,-1.022377,-0.999228,-1.031922,-1.004716,-0.104766,1.8e-05,0.001594,0.0023,0.002355,0.006177,0.009093,-0.022641,-0.02793,-0.057618,-0.054194,-0.058071,-0.085476,1,0,0,0
24,-0.001309,-0.002857,0.000608,-0.003761,-0.058236,-0.093687,-0.100821,-0.073943,-0.111053,-0.093466,0.087087,0.132695,0.006213,0.01084,0.012038,0.019007,0.028851,0.040834,-0.010674,-0.016499,-0.011725,-0.013458,-0.011135,-0.006268,-0.01626,-0.005475,-0.014545,-0.014342,0.131479,0.147038,-0.219027,-0.195467,-0.228742,-0.201052,0.714892,0.756647,0.001604,0.002323,0.002378,0.006268,0.009236,0.018417,-0.005383,-0.035598,-0.032114,-0.036059,-0.063951,-0.073851,1,0,0,0
25,-0.001597,0.001978,-0.002529,-0.058719,-0.095285,-0.104431,0.027724,-0.010553,0.007587,0.193821,0.240864,0.278096,0.004773,0.006009,0.013196,0.023351,0.03571,0.036946,-0.006009,-0.001084,-0.002871,-0.000475,0.004545,0.008804,0.011124,0.001768,0.001978,0.152387,0.168436,0.173836,0.024301,-0.010021,0.01854,0.963305,1.006374,1.031493,0.000742,0.000799,0.004811,0.007872,0.017342,0.016714,-0.031166,-0.027572,-0.031641,-0.060411,-0.070622,-0.069481,1,0,0,0
26,0.003621,-0.000944,-0.057852,-0.094885,-0.104148,-0.112872,-0.038767,-0.020394,0.16822,0.215865,0.253573,0.245176,0.001252,0.008531,0.018815,0.031333,0.032585,0.038285,0.004988,0.003178,0.005604,0.010688,0.015002,0.00728,-0.009475,-0.009263,0.143069,0.159323,0.164792,0.161403,-0.034761,-0.005835,0.951009,0.994629,1.020069,1.022168,5.8e-05,0.004121,0.007222,0.016812,0.016177,0.017968,0.00364,-0.000481,-0.029619,-0.039961,-0.038805,-0.050168,1,0,0,0
27,-0.004601,-0.061973,-0.099308,-0.108646,-0.117441,-0.118315,0.018522,0.208673,0.256705,0.29472,0.286255,0.311087,0.007339,0.017706,0.030326,0.031588,0.037335,0.029064,-0.001825,0.000621,0.005747,0.010096,0.00231,0.010659,0.000214,0.153786,0.170173,0.175686,0.172269,0.172561,0.029161,0.993796,1.037771,1.063418,1.065535,1.094463,0.004097,0.007222,0.016891,0.01625,0.018056,0.005281,-0.004155,-0.03353,-0.043956,-0.042791,-0.054246,-0.047567,1,0,0,0
28,-0.058876,-0.09719,-0.106774,-0.1158,-0.116696,-0.119685,0.195138,0.244431,0.283442,0.274755,0.300238,0.296692,0.01064,0.02359,0.024885,0.030783,0.022295,0.025682,0.00251,0.00777,0.012233,0.004244,0.012811,-0.005858,0.157601,0.174417,0.180075,0.176569,0.176868,0.172404,0.989936,1.035064,1.061384,1.063556,1.093243,1.088979,0.003208,0.01313,0.012473,0.014326,0.001215,0.011556,-0.030145,-0.040845,-0.039649,-0.051405,-0.044551,-0.084818,1,0,0,0
29,-0.039117,-0.048901,-0.058116,-0.059032,-0.062083,-0.07382,0.050325,0.090154,0.081285,0.107302,0.103682,0.087896,0.013222,0.014544,0.020565,0.0119,0.015358,0.032791,0.00537,0.009927,0.00177,0.010517,-0.008544,-0.145972,0.017168,0.022945,0.019365,0.01967,0.015114,-0.020728,0.046074,0.072945,0.075163,0.105472,0.101119,0.010232,0.01013,0.009459,0.011351,-0.002034,0.008523,0.261899,-0.010923,-0.009703,-0.021705,-0.014707,-0.055818,-0.811145,1,0,0,0
30,-0.010064,-0.019541,-0.020483,-0.023621,-0.035693,-0.041217,0.040965,0.031843,0.058603,0.054879,0.038643,0.039417,0.00136,0.007553,-0.00136,0.002197,0.020127,0.014687,0.004687,-0.003703,0.005293,-0.014311,-0.15566,-0.121767,0.005942,0.00226,0.002573,-0.002113,-0.038978,-0.039857,0.027638,0.029919,0.061093,0.056615,-0.036865,-0.002657,-0.00069,0.001255,-0.012511,-0.001653,0.258953,0.1629,0.001255,-0.011089,-0.003892,-0.046175,-0.823055,-0.489849,1,0,0,0
31,-0.009635,-0.010592,-0.013782,-0.026054,-0.031669,-0.035582,-0.009273,0.017929,0.014143,-0.002361,-0.001574,-0.005275,0.006295,-0.002765,0.000851,0.019078,0.013548,0.012485,-0.008529,0.000617,-0.019312,-0.163001,-0.128546,-0.11687,-0.003743,-0.003424,-0.008188,-0.045663,-0.046557,-0.049236,0.002318,0.034008,0.029457,-0.065571,-0.030797,-0.04511,0.001978,-0.012017,-0.000978,0.263941,0.166298,0.058509,-0.012548,-0.005232,-0.048215,-0.837954,-0.499233,-0.310732,1,0,0,0
32,-0.000955,-0.004139,-0.016385,-0.021988,-0.025893,-0.041153,0.027145,0.023367,0.006898,0.007683,0.00399,0.011057,-0.009041,-0.005433,0.012755,0.007237,0.006176,0.002653,0.009126,-0.01076,-0.154147,-0.119765,-0.108113,-0.141455,0.000318,-0.004436,-0.041832,-0.042723,-0.045397,-0.05533,0.031623,0.027081,-0.067746,-0.033045,-0.047329,-0.038457,-0.013965,-0.00295,0.261411,0.163973,0.056412,0.194068,0.007301,-0.035592,-0.823666,-0.485659,-0.297555,-0.841006,1,0,0,0
33,-0.003185,-0.015434,-0.021039,-0.024946,-0.04021,-0.056324,-0.003779,-0.020254,-0.019468,-0.023162,-0.016093,-0.013311,0.003609,0.021803,0.016284,0.015222,0.011698,0.010764,-0.019893,-0.163324,-0.128931,-0.117276,-0.150628,-0.134982,-0.004756,-0.042163,-0.043055,-0.04573,-0.055666,-0.068637,-0.004543,-0.0994,-0.064689,-0.078976,-0.070102,-0.031272,0.011018,0.275462,0.177994,0.070399,0.208099,0.217037,-0.042906,-0.831227,-0.493115,-0.304951,-0.848572,-0.819508,1,0,0,0
34,-0.012276,-0.017892,-0.021807,-0.037103,-0.053251,-0.059676,-0.016509,-0.015722,-0.019424,-0.012339,-0.009552,-0.003468,0.018233,0.012701,0.011637,0.008106,0.00717,-0.019232,-0.143733,-0.109267,-0.097588,-0.13101,-0.115331,-0.078206,-0.037486,-0.03838,-0.04106,-0.051017,-0.064016,-0.070143,-0.095056,-0.060272,-0.07459,-0.065697,-0.026785,-0.034146,0.264999,0.167326,0.059506,0.197494,0.206451,0.10114,-0.789977,-0.451154,-0.262595,-0.807358,-0.778233,-0.725195,1,0,0,0
35,-0.005714,-0.009696,-0.025257,-0.041684,-0.04822,-0.050991,0.000801,-0.002965,0.004242,0.007077,0.013267,0.03214,-0.005627,-0.006709,-0.010302,-0.011254,-0.038113,-0.056596,0.035062,0.046943,0.012942,0.028893,0.06666,0.085728,-0.000909,-0.003636,-0.013765,-0.026989,-0.033222,-0.034823,0.035386,0.02082,0.029867,0.069452,0.061964,0.062115,-0.099363,-0.209049,-0.068673,-0.059561,-0.166694,-0.211603,0.344685,0.536506,-0.017682,0.011947,0.065903,0.180026,1,0,0,0
36,-0.00401,-0.019682,-0.036225,-0.042807,-0.045597,-0.053727,-0.003792,0.003466,0.006321,0.012554,0.031561,0.037642,-0.00109,-0.004708,-0.005667,-0.032716,-0.051329,-0.079228,0.011966,-0.022275,-0.006212,0.031822,0.051024,0.109852,-0.002746,-0.012947,-0.026264,-0.032541,-0.034154,-0.040453,-0.014669,-0.005558,0.034307,0.026765,0.026918,0.031495,-0.110462,0.030907,0.040083,-0.067807,-0.113034,-0.214189,0.193178,-0.36493,-0.335091,-0.280754,-0.165824,0.434459,1,0,0,0
37,-0.01595,-0.032788,-0.039487,-0.042327,-0.050601,-0.057523,0.007387,0.010293,0.016638,0.035982,0.042172,0.043103,-0.003683,-0.004659,-0.032189,-0.051134,-0.079529,-0.096234,-0.034851,-0.018501,0.02021,0.039754,0.099628,0.148876,-0.010382,-0.023936,-0.030325,-0.031967,-0.038378,-0.046564,0.009273,0.049847,0.042172,0.042327,0.046985,0.041284,0.143885,0.153224,0.043414,-0.002618,-0.105573,-0.131484,-0.56804,-0.537671,-0.482366,-0.365391,0.245576,0.376549,1,0,0,0
38,-0.017059,-0.023847,-0.026724,-0.035107,-0.04212,-0.047582,0.002944,0.009372,0.028972,0.035242,0.036186,0.046683,-0.000989,-0.028882,-0.048076,-0.076845,-0.09377,-0.093185,0.016565,0.055785,0.075587,0.136249,0.186146,0.199632,-0.013733,-0.020206,-0.021869,-0.028365,-0.036658,-0.044929,0.041109,0.033332,0.033489,0.038209,0.032433,0.025915,0.009462,-0.101794,-0.148431,-0.252742,-0.278994,-0.282298,0.03077,0.086802,0.205318,0.824329,0.957027,0.924123,1,0,0,0
39,-0.007015,-0.009989,-0.018653,-0.025901,-0.031546,-0.03719,0.006644,0.0269,0.033381,0.034356,0.045205,0.049061,-0.028828,-0.048666,-0.0784,-0.095891,-0.095287,-0.096983,0.040535,0.061001,0.123697,0.175267,0.189204,0.192154,-0.00669,-0.008409,-0.015122,-0.023694,-0.032243,-0.042254,-0.008037,-0.007875,-0.002997,-0.008967,-0.015703,-0.017956,-0.114986,-0.163187,-0.270995,-0.298127,-0.301542,-0.297291,0.057911,0.1804,0.820164,0.957311,0.923303,0.909226,1,0,0,0
40,-0.003086,-0.012078,-0.0196,-0.025458,-0.031317,-0.03773,0.021023,0.027749,0.028761,0.04002,0.044022,0.040671,-0.020589,-0.051447,-0.069601,-0.068974,-0.070734,-0.067359,0.02124,0.086308,0.139829,0.154294,0.157356,0.14805,-0.001784,-0.008751,-0.017647,-0.026519,-0.03691,-0.042069,0.000169,0.005232,-0.000964,-0.007956,-0.010294,-0.018901,-0.050025,-0.161912,-0.190071,-0.193615,-0.189203,-0.183827,0.127124,0.791094,0.93343,0.898135,0.883526,0.880199,1,0,0,0
41,-0.009095,-0.016702,-0.022627,-0.028552,-0.035038,-0.035745,0.006803,0.007827,0.019213,0.023261,0.019872,0.01775,-0.03121,-0.049569,-0.048936,-0.050715,-0.047302,-0.044278,0.065808,0.119937,0.134567,0.137663,0.128252,0.129593,-0.007047,-0.016044,-0.025016,-0.035525,-0.040743,-0.043742,0.00512,-0.001146,-0.008217,-0.010582,-0.019286,-0.034526,-0.113159,-0.141638,-0.145222,-0.14076,-0.135322,-0.135079,0.671516,0.81547,0.779774,0.764999,0.761634,0.748955,1,0,0,0
42,-0.007698,-0.013694,-0.01969,-0.026254,-0.026969,-0.032718,0.001036,0.012559,0.016655,0.013226,0.011079,0.009524,-0.01858,-0.017938,-0.01974,-0.016285,-0.013226,-0.015002,0.054777,0.069582,0.072716,0.063191,0.064549,0.073777,-0.009105,-0.018185,-0.02882,-0.0341,-0.037135,-0.038394,-0.006341,-0.013497,-0.01589,-0.024699,-0.040121,-0.050015,-0.02882,-0.032447,-0.027932,-0.022429,-0.022182,-0.023638,0.145678,0.109555,0.094602,0.091197,0.078366,0.077873,1,0,0,0
43,-0.005947,-0.011894,-0.018403,-0.019113,-0.024815,-0.024203,0.011429,0.015491,0.012089,0.00996,0.008419,0.019284,0.000636,-0.00115,0.002276,0.005311,0.003548,0.0035,0.014683,0.017791,0.008345,0.009691,0.018844,0.042704,-0.009006,-0.019553,-0.024791,-0.027801,-0.029049,-0.028731,-0.007097,-0.009471,-0.018207,-0.033503,-0.043316,-0.043341,-0.003597,0.000881,0.006338,0.006583,0.005139,0.004772,-0.035828,-0.050658,-0.054035,-0.066761,-0.06725,-0.040502,1,0,0,0
44,-0.006001,-0.012571,-0.013287,-0.019041,-0.018424,-0.017016,0.0041,0.000667,-0.001482,-0.003038,0.007928,0.009459,-0.001803,0.001655,0.004717,0.002939,0.00289,0.004174,0.003137,-0.006397,-0.005038,0.004198,0.028278,0.037292,-0.010644,-0.01593,-0.018967,-0.020227,-0.019906,-0.020251,-0.002396,-0.011212,-0.026648,-0.036551,-0.036576,-0.043121,0.00452,0.010027,0.010274,0.008817,0.008446,0.012497,-0.014966,-0.018375,-0.031217,-0.031711,-0.004717,0.021635,1,0,0,0
45,-0.006615,-0.007337,-0.013131,-0.012509,-0.011092,-0.011738,-0.003457,-0.005621,-0.007187,0.003855,0.005397,0.008232,0.003482,0.006566,0.004775,0.004725,0.006018,0.006665,-0.0096,-0.008232,0.001069,0.025317,0.034395,0.036011,-0.005322,-0.008381,-0.009649,-0.009326,-0.009674,-0.01149,-0.008878,-0.024422,-0.034395,-0.034419,-0.04101,-0.051007,0.005546,0.005795,0.004327,0.003954,0.008033,0.010868,-0.003432,-0.016364,-0.016862,0.010321,0.036857,0.01425,1,0,0,0
46,-0.000723,-0.006533,-0.00591,-0.004488,-0.005137,-0.005187,-0.002169,-0.00374,0.007331,0.008877,0.01172,0.020896,0.003092,0.001297,0.001247,0.002543,0.003192,0.006733,0.001371,0.010697,0.035009,0.044111,0.045732,0.048998,-0.003067,-0.004339,-0.004015,-0.004364,-0.006184,-0.004962,-0.015585,-0.025584,-0.025609,-0.032217,-0.042241,-0.048076,0.000249,-0.001222,-0.001596,0.002494,0.005336,0.007406,-0.012966,-0.013465,0.013789,0.040396,0.017729,0.002294,1,0,0,0
47,-0.005831,-0.005206,-0.003779,-0.00443,-0.00448,-0.004805,-0.001577,0.009536,0.011087,0.01394,0.023151,0.021574,-0.001802,-0.001852,-0.000551,0.0001,0.003654,0.010086,0.00936,0.033762,0.042898,0.044524,0.047803,0.051132,-0.001276,-0.000951,-0.001301,-0.003128,-0.001902,-0.001026,-0.010036,-0.010061,-0.016694,-0.026755,-0.032611,-0.041972,-0.001477,-0.001852,0.002252,0.005106,0.007183,0.008459,-0.000501,0.026855,0.053559,0.030809,0.015317,0.021324,1,0,0,0
