,left_elbow_x_cumsum_0,left_elbow_x_cumsum_1,left_elbow_x_cumsum_2,left_elbow_x_cumsum_3,left_elbow_x_cumsum_4,left_elbow_x_cumsum_5,left_elbow_y_cumsum_0,left_elbow_y_cumsum_1,left_elbow_y_cumsum_2,left_elbow_y_cumsum_3,left_elbow_y_cumsum_4,left_elbow_y_cumsum_5,right_elbow_x_cumsum_0,right_elbow_x_cumsum_1,right_elbow_x_cumsum_2,right_elbow_x_cumsum_3,right_elbow_x_cumsum_4,right_elbow_x_cumsum_5,right_elbow_y_cumsum_0,right_elbow_y_cumsum_1,right_elbow_y_cumsum_2,right_elbow_y_cumsum_3,right_elbow_y_cumsum_4,right_elbow_y_cumsum_5,left_wrist_x_cumsum_0,left_wrist_x_cumsum_1,left_wrist_x_cumsum_2,left_wrist_x_cumsum_3,left_wrist_x_cumsum_4,left_wrist_x_cumsum_5,left_wrist_y_cumsum_0,left_wrist_y_cumsum_1,left_wrist_y_cumsum_2,left_wrist_y_cumsum_3,left_wrist_y_cumsum_4,left_wrist_y_cumsum_5,right_wrist_x_cumsum_0,right_wrist_x_cumsum_1,right_wrist_x_cumsum_2,right_wrist_x_cumsum_3,right_wrist_x_cumsum_4,right_wrist_x_cumsum_5,right_wrist_y_cumsum_0,right_wrist_y_cumsum_1,right_wrist_y_cumsum_2,right_wrist_y_cumsum_3,right_wrist_y_cumsum_4,right_wrist_y_cumsum_5,gt_idle,gt_sr,gt_sl,gt_r
661,0.00235,0.002564,0.00713,0.03744,0.043422,0.0423,0.000641,0.001015,-0.000855,0.001843,0.009373,0.051139,-0.00454,-0.013059,-0.023099,-0.03979,-0.053756,-0.071515,0.003018,0.00681,0.01378,0.023687,0.031752,0.04238,0.000988,0.000935,-0.00032,-0.001522,-0.00454,-0.007157,0.0,-0.000507,-0.003044,-0.015088,-0.024595,-0.025102,-0.002991,-0.004566,-0.012658,-0.041953,-0.054023,-0.077844,0.009293,0.026811,0.05154,0.076161,0.111171,0.155528,1,0,0,0
662,0.000214,0.004777,0.03507,0.041049,0.039928,0.041662,0.000374,-0.001495,0.001201,0.008727,0.05047,0.071928,-0.008514,-0.018549,-0.03523,-0.049189,-0.066937,-0.075318,0.00379,0.010756,0.020658,0.028718,0.03934,0.051724,-5.3e-05,-0.001308,-0.002509,-0.005525,-0.00814,-0.00822,-0.000507,-0.003043,-0.01508,-0.024581,-0.025088,-0.029732,-0.001575,-0.009662,-0.03894,-0.051004,-0.074811,-0.093067,0.017508,0.042223,0.066831,0.101821,0.146152,0.205616,1,0,0,0
663,0.004547,0.034726,0.040682,0.039566,0.041294,0.039513,-0.001861,0.000824,0.008323,0.049909,0.071287,0.09099,-0.009998,-0.026616,-0.040523,-0.058205,-0.066554,-0.071048,0.00694,0.016805,0.024835,0.035418,0.047755,0.056477,-0.00125,-0.002446,-0.005451,-0.008057,-0.008136,-0.00811,-0.002526,-0.014518,-0.023984,-0.024489,-0.029116,-0.029674,-0.008057,-0.037226,-0.049244,-0.072963,-0.09115,-0.119122,0.024622,0.049138,0.083997,0.128163,0.187405,0.238165,1,0,0,0
664,0.029977,0.035893,0.034784,0.036501,0.034731,0.034124,0.002668,0.010116,0.051424,0.072659,0.09223,0.0898,-0.016507,-0.030321,-0.047884,-0.056178,-0.060641,-0.064788,0.009799,0.017775,0.028287,0.040542,0.049205,0.049416,-0.001189,-0.004173,-0.006761,-0.006841,-0.006814,-0.006524,-0.011912,-0.021314,-0.021816,-0.026412,-0.026966,-0.041915,-0.028974,-0.040912,-0.064471,-0.082537,-0.110322,-0.15258,0.024352,0.058977,0.102847,0.161692,0.212112,0.277111,1,0,0,0
665,0.005919,0.004809,0.006527,0.004757,0.004149,0.003462,0.007452,0.048782,0.070028,0.08961,0.087179,0.10166,-0.013821,-0.031394,-0.039691,-0.044157,-0.048306,-0.053618,0.007981,0.018498,0.03076,0.039427,0.039639,0.039269,-0.002986,-0.005576,-0.005655,-0.005629,-0.005338,-0.005999,-0.009408,-0.00991,-0.014508,-0.015063,-0.03002,-0.016358,-0.011944,-0.035516,-0.053591,-0.081391,-0.123673,-0.155859,0.034644,0.078537,0.137414,0.187861,0.252894,0.311665,1,0,0,0
666,-0.001109,0.000607,-0.001162,-0.00177,-0.002456,-0.003011,0.041309,0.062544,0.082116,0.079686,0.09416,0.094186,-0.017564,-0.025858,-0.030321,-0.034468,-0.039777,-0.045191,0.010512,0.022767,0.031431,0.031642,0.031272,0.030269,-0.002588,-0.002668,-0.002641,-0.002351,-0.003011,-0.000898,-0.000502,-0.005098,-0.005652,-0.020602,-0.006946,-0.005547,-0.02356,-0.041626,-0.069412,-0.111671,-0.143841,-0.167956,0.043871,0.102717,0.153139,0.218139,0.27688,0.338262,1,0,0,0
667,0.001718,-5.3e-05,-0.000661,-0.001348,-0.001903,-0.001612,0.021249,0.040833,0.038402,0.052885,0.052911,0.050427,-0.008299,-0.012765,-0.016915,-0.022227,-0.027645,-0.03264,0.012263,0.020932,0.021143,0.020773,0.019769,0.021778,-7.9e-05,-5.3e-05,0.000238,-0.000423,0.001691,0.004149,-0.004599,-0.005154,-0.020113,-0.006449,-0.005048,-0.004889,-0.018078,-0.045881,-0.088168,-0.120359,-0.144489,-0.183921,0.058884,0.109338,0.17438,0.233159,0.29458,0.340092,1,0,0,0
668,-0.001771,-0.002379,-0.003067,-0.003622,-0.003331,-0.0023,0.019591,0.017159,0.031647,0.031673,0.029188,0.027998,-0.004468,-0.008619,-0.013933,-0.019353,-0.02435,-0.025645,0.008672,0.008883,0.008513,0.007509,0.009518,0.011792,2.6e-05,0.000317,-0.000344,0.001771,0.00423,0.008698,-0.000555,-0.015519,-0.001851,-0.000449,-0.000291,0.001798,-0.027813,-0.070115,-0.102317,-0.126455,-0.165901,-0.195856,0.050471,0.115536,0.174335,0.235778,0.281304,0.334499,1,0,0,0
669,-0.000606,-0.00129,-0.001843,-0.001554,-0.000527,-0.000764,-0.002423,0.012009,0.012035,0.00956,0.008375,0.006268,-0.004135,-0.009428,-0.014827,-0.019804,-0.021094,-0.021463,0.000211,-0.000158,-0.001159,0.000843,0.003108,0.002871,0.00029,-0.000369,0.001738,0.004187,0.008638,0.012088,-0.014906,-0.00129,0.000105,0.000263,0.002344,0.002475,-0.042136,-0.074212,-0.098256,-0.137548,-0.167386,-0.200647,0.064811,0.12338,0.184583,0.229932,0.282918,0.307146,1,0,0,0
670,-0.000687,-0.001241,-0.000951,7.9e-05,-0.000158,-0.00037,0.014472,0.014499,0.012016,0.010828,0.008715,0.00787,-0.005308,-0.010722,-0.015714,-0.017008,-0.017377,-0.017641,-0.00037,-0.001373,0.000634,0.002905,0.002667,0.005968,-0.00066,0.001453,0.003909,0.008372,0.011831,0.013891,0.013654,0.015053,0.015212,0.017298,0.01743,0.017192,-0.032166,-0.056278,-0.095681,-0.125602,-0.158957,-0.173033,0.058734,0.120109,0.165586,0.218722,0.243018,0.286224,1,0,0,0
671,-0.000555,-0.000264,0.000767,0.000529,0.000317,0.000291,2.6e-05,-0.002458,-0.003648,-0.005762,-0.006608,-0.007004,-0.005419,-0.010414,-0.011709,-0.012079,-0.012344,-0.015066,-0.001004,0.001004,0.003278,0.00304,0.006344,0.007692,0.002115,0.004573,0.00904,0.012502,0.014564,0.014828,0.001401,0.001559,0.003648,0.00378,0.003542,0.003674,-0.024132,-0.063569,-0.093516,-0.1269,-0.140988,-0.155737,0.061428,0.106944,0.160125,0.184442,0.227684,0.237596,1,0,0,0
672,0.00029,0.00132,0.001083,0.000871,0.000845,0.000713,-0.002482,-0.003671,-0.005783,-0.006628,-0.007024,-0.007236,-0.004991,-0.006285,-0.006655,-0.006919,-0.009639,-0.011223,0.002007,0.004278,0.00404,0.007341,0.008688,0.009375,0.002456,0.006919,0.010378,0.012438,0.012702,0.013124,0.000158,0.002245,0.002377,0.002139,0.002271,0.002456,-0.039399,-0.069319,-0.102671,-0.116746,-0.131481,-0.138769,0.045473,0.098604,0.122898,0.1661,0.176003,0.177931,1,0,0,0
673,0.001031,0.000793,0.000582,0.000555,0.000423,0.000291,-0.00119,-0.003304,-0.00415,-0.004547,-0.004758,-0.005763,-0.001295,-0.001665,-0.00193,-0.004653,-0.006239,-0.007455,0.002273,0.002036,0.00534,0.006688,0.007376,0.007164,0.004468,0.007931,0.009993,0.010257,0.01068,0.011764,0.002088,0.002221,0.001983,0.002115,0.0023,0.002379,-0.029952,-0.06334,-0.07743,-0.092181,-0.099477,-0.104738,0.053188,0.077509,0.120758,0.130671,0.132601,0.139818,1,0,0,0
674,-0.000238,-0.00045,-0.000477,-0.000609,-0.000741,-0.000847,-0.002118,-0.002966,-0.003363,-0.003575,-0.004581,-0.009268,-0.000371,-0.000635,-0.003363,-0.004952,-0.00617,-0.007652,-0.000238,0.003072,0.004422,0.00511,0.004899,0.004687,0.003469,0.005534,0.005799,0.006222,0.007308,0.00797,0.000132,-0.000106,2.6e-05,0.000212,0.000291,7.9e-05,-0.033443,-0.047556,-0.062331,-0.069639,-0.074908,-0.077662,0.02436,0.06768,0.077609,0.079542,0.086771,0.089842,1,0,0,0
675,-0.000212,-0.000239,-0.000372,-0.000504,-0.000611,-0.00077,-0.00085,-0.001248,-0.00146,-0.002469,-0.007168,-0.0103,-0.000265,-0.003,-0.004593,-0.005814,-0.007301,-0.007672,0.003318,0.004672,0.005363,0.00515,0.004938,0.006053,0.002071,0.002336,0.002761,0.003849,0.004513,0.004991,-0.000239,-0.000106,8e-05,0.000159,-5.3e-05,-0.000796,-0.01415,-0.028963,-0.036291,-0.041574,-0.044334,-0.044202,0.043432,0.053387,0.055325,0.062573,0.065652,0.068254,1,0,0,0
676,-2.7e-05,-0.00016,-0.000292,-0.000399,-0.000558,-0.001542,-0.000399,-0.000611,-0.001622,-0.006327,-0.009464,-0.010953,-0.002738,-0.004333,-0.005556,-0.007045,-0.007417,-0.007231,0.001356,0.002047,0.001834,0.001622,0.002738,0.009065,0.000266,0.000691,0.001781,0.002446,0.002924,0.002898,0.000133,0.000319,0.000399,0.000186,-0.000558,-0.001143,-0.014834,-0.022172,-0.027462,-0.030227,-0.030094,-0.02725,0.009969,0.01191,0.019168,0.022252,0.024857,0.035837,1,0,0,0
677,-0.000133,-0.000267,-0.000373,-0.000533,-0.00152,-0.002773,-0.000213,-0.001227,-0.005946,-0.009092,-0.010585,-0.015145,-0.0016,-0.002826,-0.00432,-0.004693,-0.004506,-0.00408,0.000693,0.00048,0.000267,0.001387,0.007732,0.010132,0.000427,0.00152,0.002186,0.002666,0.00264,0.002613,0.000187,0.000267,5.3e-05,-0.000693,-0.00128,-0.005093,-0.007359,-0.012665,-0.015438,-0.015305,-0.012452,-0.014132,0.001946,0.009226,0.012319,0.014932,0.025944,0.023891,1,0,0,0
678,-0.000134,-0.000241,-0.000402,-0.001392,-0.002651,-0.005302,-0.001018,-0.005757,-0.008917,-0.010416,-0.014995,-0.018797,-0.001232,-0.002731,-0.003106,-0.002919,-0.00249,-0.002276,-0.000214,-0.000428,0.000696,0.007069,0.009479,0.011648,0.001098,0.001767,0.002249,0.002222,0.002196,0.001794,8e-05,-0.000134,-0.000884,-0.001473,-0.005302,-0.008729,-0.005329,-0.008113,-0.007979,-0.005114,-0.006801,-0.005757,0.00731,0.010416,0.01304,0.024099,0.022037,0.024528,1,0,0,0
679,-0.000107,-0.000268,-0.001259,-0.002517,-0.005169,-0.008141,-0.00474,-0.0079,-0.0094,-0.013979,-0.017782,-0.026432,-0.0015,-0.001875,-0.001687,-0.001259,-0.001044,0.00083,-0.000214,0.000911,0.007284,0.009694,0.011864,0.012105,0.00067,0.001152,0.001125,0.001098,0.000696,-0.000161,-0.000214,-0.000964,-0.001553,-0.005383,-0.008811,-0.012426,-0.002785,-0.002651,0.000214,-0.001473,-0.000428,0.000321,0.003106,0.005731,0.016791,0.014729,0.01722,0.01406,1,0,0,0
680,-0.000161,-0.001152,-0.002411,-0.005064,-0.008038,-0.010128,-0.003162,-0.004662,-0.009244,-0.013048,-0.021703,-0.029392,-0.000375,-0.000188,0.000241,0.000455,0.002331,0.002894,0.001125,0.007502,0.009914,0.012084,0.012325,0.012673,0.000482,0.000455,0.000429,2.7e-05,-0.000831,-0.000857,-0.00075,-0.00134,-0.005171,-0.008601,-0.012218,-0.01479,0.000134,0.003001,0.001313,0.002358,0.003108,0.003644,0.002626,0.013691,0.011628,0.01412,0.010958,0.014334,1,0,0,0
681,-0.000993,-0.002255,-0.004912,-0.007891,-0.009985,-0.01342,-0.001503,-0.006093,-0.009904,-0.018573,-0.026277,-0.030329,0.000188,0.000617,0.000832,0.002711,0.003274,0.00459,0.006388,0.008804,0.010978,0.011219,0.011568,0.012695,-2.7e-05,-5.4e-05,-0.000456,-0.001315,-0.001342,-0.002013,-0.00059,-0.004429,-0.007864,-0.011488,-0.014064,-0.014198,0.002872,0.001181,0.002228,0.002979,0.003516,0.005475,0.011085,0.009018,0.011514,0.008347,0.011729,0.013742,1,0,0,0
682,-0.001263,-0.003924,-0.006907,-0.009003,-0.012444,-0.014567,-0.004596,-0.008412,-0.017093,-0.024806,-0.028865,-0.031176,0.00043,0.000645,0.002526,0.003091,0.004408,0.004918,0.002419,0.004596,0.004838,0.005187,0.006316,0.006585,-2.7e-05,-0.00043,-0.00129,-0.001317,-0.001989,-0.003279,-0.003843,-0.007283,-0.010912,-0.013492,-0.013626,-0.017308,-0.001693,-0.000645,0.000108,0.000645,0.002607,0.003118,-0.002069,0.00043,-0.002741,0.000645,0.002661,0.002016,1,0,0,0
683,-0.002674,-0.005671,-0.007778,-0.011234,-0.013368,-0.013935,-0.003835,-0.012558,-0.020308,-0.024386,-0.026709,-0.030787,0.000216,0.002106,0.002674,0.003997,0.00451,0.004591,0.002187,0.002431,0.002782,0.003916,0.004186,0.005671,-0.000405,-0.001269,-0.001296,-0.001971,-0.003268,-0.003916,-0.003457,-0.007103,-0.009695,-0.00983,-0.01353,-0.021146,0.001053,0.001809,0.00235,0.004321,0.004834,0.005617,0.002512,-0.000675,0.002728,0.004753,0.004105,0.004645,1,0,0,0
684,-0.003002,-0.005111,-0.008573,-0.010709,-0.011277,-0.011196,-0.008735,-0.016497,-0.02058,-0.022906,-0.02699,-0.031073,0.001893,0.002461,0.003786,0.0043,0.004381,0.004516,0.000243,0.000595,0.001731,0.002001,0.003489,0.005598,-0.000865,-0.000892,-0.001569,-0.002867,-0.003516,-0.003516,-0.003651,-0.006247,-0.006382,-0.010087,-0.017714,-0.026097,0.000757,0.001298,0.003272,0.003786,0.00457,0.005409,-0.003191,0.000216,0.002245,0.001596,0.002136,0.00192,1,0,0,0
685,-0.002117,-0.00559,-0.007734,-0.008303,-0.008222,-0.008195,-0.007788,-0.011885,-0.014219,-0.018316,-0.022414,-0.029442,0.00057,0.001899,0.002415,0.002496,0.002632,0.003039,0.000353,0.001492,0.001764,0.003256,0.005373,0.005644,-2.7e-05,-0.000706,-0.002008,-0.002659,-0.002659,-0.001465,-0.002605,-0.002741,-0.006458,-0.01411,-0.022522,-0.022359,0.000543,0.002524,0.003039,0.003826,0.004667,0.005156,0.003419,0.005454,0.004803,0.005346,0.005129,0.011153,1,0,0,0
686,-0.003473,-0.005617,-0.006187,-0.006105,-0.006078,-0.005997,-0.004097,-0.006431,-0.010528,-0.014625,-0.021653,-0.029522,0.00133,0.001845,0.001927,0.002062,0.002469,0.003012,0.00114,0.001411,0.002903,0.00502,0.005291,0.005047,-0.000678,-0.001981,-0.002632,-0.002632,-0.001438,0.001085,-0.000136,-0.003853,-0.011505,-0.019916,-0.019753,-0.034107,0.001981,0.002496,0.003283,0.004124,0.004613,0.005128,0.002035,0.001384,0.001927,0.001709,0.007733,0.009144,1,0,0,0
687,-0.002152,-0.002725,-0.002643,-0.002616,-0.002534,-0.001417,-0.002343,-0.006457,-0.010571,-0.017628,-0.025529,-0.024657,0.000518,0.000599,0.000736,0.001144,0.001689,0.004114,0.000272,0.001771,0.003896,0.004169,0.003923,0.003678,-0.001308,-0.001962,-0.001962,-0.000763,0.001771,0.005449,-0.003733,-0.011416,-0.019862,-0.019699,-0.034112,-0.032531,0.000518,0.001308,0.002152,0.002643,0.00316,0.005367,-0.000654,-0.000109,-0.000327,0.005722,0.007138,0.008255,1,0,0,0
688,-0.000572,-0.00049,-0.000463,-0.000381,0.000736,0.000845,-0.004114,-0.008227,-0.015283,-0.023183,-0.022311,-0.022012,8.2e-05,0.000218,0.000627,0.001171,0.003596,0.005884,0.001498,0.003623,0.003896,0.00365,0.003405,-0.000109,-0.000654,-0.000654,0.000545,0.003078,0.006756,0.010761,-0.007682,-0.016127,-0.015964,-0.030375,-0.028795,-0.028168,0.00079,0.001635,0.002125,0.002642,0.004849,0.0082,0.000545,0.000327,0.006375,0.007791,0.008908,0.007818,1,0,0,0
689,8.2e-05,0.000109,0.000191,0.001308,0.001417,0.005612,-0.004113,-0.011169,-0.019069,-0.018197,-0.017897,-0.042006,0.000136,0.000545,0.00109,0.003514,0.005802,0.009126,0.002125,0.002397,0.002152,0.001907,-0.001607,-0.003432,0.0,0.001199,0.003732,0.00741,0.011414,0.018878,-0.008445,-0.008281,-0.022692,-0.021112,-0.020485,-0.043368,0.000844,0.001335,0.001852,0.004059,0.00741,0.00997,-0.000218,0.00583,0.007246,0.008363,0.007273,0.004141,1,0,0,0
690,2.7e-05,0.000109,0.001226,0.001335,0.005531,0.007629,-0.007057,-0.014958,-0.014086,-0.013786,-0.037899,-0.035529,0.000409,0.000954,0.003378,0.005667,0.008991,0.011416,0.000272,2.7e-05,-0.000218,-0.003733,-0.005558,-0.005858,0.001199,0.003733,0.007411,0.011416,0.018881,0.028199,0.000163,-0.01425,-0.012669,-0.012043,-0.034929,-0.035011,0.00049,0.001008,0.003215,0.006566,0.009127,0.013977,0.006049,0.007465,0.008582,0.007493,0.004359,0.003842,1,0,0,0
691,8.1e-05,0.001195,0.001304,0.005487,0.007579,0.011953,-0.007878,-0.007009,-0.00671,-0.030751,-0.028388,-0.027492,0.000543,0.002961,0.005243,0.008557,0.010975,0.015131,-0.000244,-0.000489,-0.003993,-0.005813,-0.006112,-0.007471,0.002526,0.006194,0.010187,0.01763,0.026921,0.034636,-0.014371,-0.012795,-0.01217,-0.034989,-0.035071,-0.041509,0.000516,0.002717,0.006058,0.008611,0.013447,0.018174,0.001413,0.002526,0.00144,-0.001684,-0.0022,-0.002418,1,0,0,0
692,0.001112,0.00122,0.005396,0.007483,0.011849,0.016946,0.000868,0.001166,-0.02283,-0.020471,-0.019576,-0.019332,0.002413,0.004691,0.007999,0.010412,0.01456,0.020064,-0.000244,-0.003742,-0.005558,-0.005857,-0.007212,-0.008839,0.00366,0.007646,0.015075,0.024348,0.032049,0.039993,0.001573,0.002196,-0.020579,-0.020661,-0.027087,-0.026653,0.002196,0.005531,0.00808,0.012906,0.017624,0.023508,0.001112,2.7e-05,-0.003091,-0.003606,-0.003823,-0.002494,1,0,0,0
693,0.000108,0.004263,0.006341,0.010685,0.015757,0.021774,0.000297,-0.023582,-0.021234,-0.020344,-0.020101,-0.018833,0.002266,0.005558,0.00796,0.012088,0.017565,0.026199,-0.003481,-0.005288,-0.005585,-0.006934,-0.008553,-0.010307,0.003966,0.011359,0.020587,0.02825,0.036155,0.043008,0.000621,-0.022044,-0.022125,-0.028519,-0.028088,-0.026577,0.003319,0.005855,0.010658,0.015352,0.021207,0.029814,-0.001079,-0.004182,-0.004695,-0.004911,-0.003589,-0.003723,1,0,0,0
694,0.004155,0.006233,0.010577,0.01565,0.021668,0.032704,-0.02388,-0.021533,-0.020642,-0.020399,-0.019131,-0.013708,0.003292,0.005693,0.009822,0.0153,0.023934,0.035024,-0.001808,-0.002105,-0.003454,-0.005073,-0.006827,-0.007906,0.007393,0.016622,0.024285,0.032191,0.039045,0.048462,-0.022666,-0.022747,-0.029142,-0.02871,-0.027199,-0.023179,0.002536,0.007339,0.012035,0.01789,0.026498,0.032056,-0.003103,-0.003616,-0.003832,-0.002509,-0.002644,-0.00259,1,0,0,0
695,0.002078,0.006424,0.011498,0.017517,0.028557,0.040621,0.002348,0.003239,0.003482,0.00475,0.010176,0.019568,0.002402,0.006532,0.012011,0.020648,0.031741,0.043321,-0.000297,-0.001646,-0.003266,-0.00502,-0.0061,-0.006829,0.009231,0.016896,0.024805,0.03166,0.04108,0.053172,-8.1e-05,-0.006478,-0.006046,-0.004534,-0.000513,0.004696,0.004804,0.009501,0.015358,0.023968,0.029528,0.036465,-0.000513,-0.000729,0.000594,0.000459,0.000513,0.000567,1,0,0,0
696,0.004342,0.009412,0.015427,0.026457,0.038513,0.055585,0.00089,0.001133,0.0024,0.007821,0.017207,0.028992,0.004126,0.009601,0.018232,0.029316,0.040886,0.052672,-0.001348,-0.002967,-0.00472,-0.005798,-0.006527,-0.006473,0.007659,0.015562,0.022412,0.031824,0.043907,0.055315,-0.006392,-0.00596,-0.00445,-0.000432,0.004774,0.012945,0.004693,0.010545,0.019149,0.024704,0.031635,0.040212,-0.000216,0.001106,0.000971,0.001025,0.001079,0.000971,1,0,0,0
697,0.005061,0.011063,0.022073,0.034105,0.051144,0.061292,0.000242,0.001507,0.006918,0.016285,0.028049,0.030471,0.005464,0.014078,0.025141,0.036689,0.048453,0.061938,-0.001615,-0.003365,-0.004441,-0.005168,-0.005114,-0.006218,0.007887,0.014724,0.024119,0.036178,0.047564,0.058681,0.000431,0.001938,0.005949,0.011144,0.0193,0.021077,0.005841,0.014428,0.019973,0.026891,0.035451,0.04175,0.001319,0.001184,0.001238,0.001292,0.001184,0.000377,1,0,0,0
698,0.005996,0.016993,0.029013,0.046033,0.05617,0.066388,0.001264,0.006668,0.016025,0.027776,0.030196,0.030115,0.008604,0.019655,0.031191,0.042941,0.056412,0.068458,-0.001748,-0.002823,-0.003549,-0.003495,-0.004598,-0.004383,0.00683,0.016214,0.02826,0.039634,0.050738,0.063537,0.001506,0.005512,0.010702,0.018849,0.020623,0.020946,0.008577,0.014116,0.021027,0.029577,0.035869,0.047243,-0.000134,-8.1e-05,-2.7e-05,-0.000134,-0.000941,-0.001156,1,0,0,0
699,0.010981,0.022981,0.039976,0.050097,0.060299,0.070045,0.005396,0.014739,0.026472,0.028888,0.028807,0.028754,0.011034,0.022552,0.034284,0.047735,0.059762,0.081133,-0.001074,-0.001799,-0.001745,-0.002846,-0.002631,-0.002175,0.00937,0.021397,0.032754,0.043842,0.056621,0.068568,0.004,0.009182,0.017317,0.019089,0.019411,0.020619,0.005531,0.01243,0.020968,0.02725,0.038607,0.053185,5.4e-05,0.000107,0.0,-0.000805,-0.00102,-0.001181,1,0,0,0
700,0.012027,0.029059,0.039203,0.049428,0.059195,0.077976,0.009364,0.021122,0.023543,0.023463,0.023409,0.024862,0.011543,0.023301,0.036782,0.048836,0.070254,0.088577,-0.000726,-0.000673,-0.001776,-0.001561,-0.001103,-0.001076,0.012054,0.023436,0.034548,0.047356,0.05933,0.075527,0.005193,0.013346,0.015122,0.015445,0.016655,0.018216,0.006915,0.015471,0.021768,0.033149,0.04776,0.063339,5.4e-05,-5.4e-05,-0.000861,-0.001076,-0.001238,-0.00113,1,0,0,0
701,0.017066,0.027231,0.037476,0.047263,0.066082,0.075545,0.011782,0.014209,0.014128,0.014074,0.01553,0.015422,0.011782,0.02529,0.037368,0.058829,0.07719,0.095443,5.4e-05,-0.001051,-0.000836,-0.000377,-0.00035,-0.000404,0.011405,0.02254,0.035373,0.047371,0.063602,0.076354,0.008169,0.009949,0.010272,0.011485,0.013049,0.01526,0.008574,0.014883,0.026287,0.040927,0.056538,0.076947,-0.000108,-0.000917,-0.001132,-0.001294,-0.001186,-0.001186,1,0,0,0
702,0.010212,0.020506,0.030339,0.049247,0.058755,0.076633,0.002438,0.002357,0.002303,0.003765,0.003657,0.004443,0.013571,0.025707,0.04727,0.065717,0.084056,0.096273,-0.001111,-0.000894,-0.000433,-0.000406,-0.000461,-0.000433,0.011188,0.024082,0.036136,0.052443,0.065256,0.080047,0.001788,0.002113,0.003332,0.004903,0.007124,0.008099,0.006339,0.017797,0.032506,0.048191,0.068697,0.083189,-0.000813,-0.001029,-0.001192,-0.001084,-0.001084,-0.000786,1,0,0,0
703,0.010337,0.020211,0.039198,0.048746,0.0667,0.086802,-8.2e-05,-0.000136,0.001333,0.001224,0.002013,0.003074,0.012187,0.03384,0.052364,0.07078,0.083048,0.098799,0.000218,0.00068,0.000707,0.000653,0.00068,0.00087,0.012948,0.025053,0.041429,0.054296,0.069148,0.084925,0.000326,0.001551,0.003128,0.005359,0.006338,0.007345,0.011507,0.026277,0.042027,0.06262,0.077173,0.095153,-0.000218,-0.000381,-0.000272,-0.000272,2.7e-05,-0.00117,1,0,0,0
704,0.009905,0.02895,0.038527,0.056535,0.076699,0.090641,-5.5e-05,0.001419,0.00131,0.002101,0.003165,0.013206,0.021719,0.0403,0.058772,0.071078,0.086876,0.104284,0.000464,0.000491,0.000437,0.000464,0.000655,0.002619,0.012142,0.028568,0.041473,0.056371,0.072197,0.081037,0.001228,0.00281,0.005048,0.00603,0.00704,0.016153,0.014816,0.030614,0.051269,0.065866,0.083902,0.10281,-0.000164,-5.5e-05,-5.5e-05,0.000246,-0.000955,-0.00101,1,0,0,0
705,0.019134,0.028757,0.046849,0.067108,0.081116,0.094576,0.00148,0.001371,0.002166,0.003235,0.013323,0.02437,0.018668,0.037227,0.049591,0.065463,0.082953,0.098523,2.7e-05,-2.7e-05,0.0,0.000192,0.002166,0.006552,0.016503,0.029469,0.044437,0.060337,0.069219,0.081692,0.00159,0.003838,0.004825,0.005839,0.014995,0.019354,0.015872,0.036624,0.05129,0.06941,0.088408,0.105212,0.00011,0.00011,0.000411,-0.000795,-0.00085,-0.001261,1,0,0,0
706,0.00966,0.027824,0.048163,0.062226,0.075739,0.087106,-0.00011,0.000688,0.001761,0.011889,0.022981,0.039383,0.018632,0.031044,0.046979,0.064538,0.08017,0.097316,-5.5e-05,-2.8e-05,0.000165,0.002147,0.00655,0.010541,0.013018,0.028045,0.044007,0.052924,0.065446,0.076152,0.002257,0.003248,0.004266,0.013458,0.017834,0.0322,0.020834,0.035558,0.05375,0.072822,0.089693,0.109398,0.0,0.000303,-0.000908,-0.000963,-0.001376,-0.001349,1,0,0,0
707,0.018204,0.038588,0.052683,0.066226,0.077617,0.090057,0.0008,0.001876,0.012026,0.023142,0.039581,0.044022,0.01244,0.02841,0.046008,0.061675,0.078858,0.095463,2.8e-05,0.000221,0.002207,0.00662,0.010619,0.012578,0.01506,0.031058,0.039995,0.052545,0.063274,0.074776,0.000993,0.002014,0.011226,0.015612,0.03001,0.03263,0.014757,0.032989,0.052103,0.069012,0.088761,0.103683,0.000303,-0.00091,-0.000965,-0.001379,-0.001352,-0.001379,1,0,0,0
708,0.02035,0.034422,0.047943,0.059316,0.071735,0.082062,0.001074,0.011208,0.022305,0.038718,0.043151,0.05513,0.015944,0.033513,0.049154,0.06631,0.082888,0.098446,0.000193,0.002175,0.006581,0.010574,0.01253,0.017624,0.015972,0.024894,0.037423,0.048136,0.059619,0.0681,0.001019,0.010216,0.014595,0.028969,0.031585,0.035523,0.018202,0.037286,0.054166,0.073883,0.088781,0.101889,-0.001212,-0.001267,-0.00168,-0.001652,-0.00168,-0.001652,1,0,0,0
709,0.014067,0.027583,0.038952,0.051368,0.061691,0.072317,0.01013,0.021224,0.037631,0.042063,0.054038,0.055387,0.017563,0.033199,0.050349,0.066921,0.082474,0.095715,0.001982,0.006387,0.010378,0.012333,0.017425,0.01982,0.008919,0.021444,0.032153,0.043632,0.052111,0.059378,0.009194,0.013571,0.027941,0.030556,0.034493,0.034025,0.019077,0.035952,0.055662,0.070555,0.083658,0.092109,-5.5e-05,-0.000468,-0.00044,-0.000468,-0.00044,-0.000385,1,0,0,0
