,left_elbow_x_cumsum_0,left_elbow_x_cumsum_1,left_elbow_x_cumsum_2,left_elbow_x_cumsum_3,left_elbow_x_cumsum_4,left_elbow_x_cumsum_5,left_elbow_x_cumsum_6,left_elbow_y_cumsum_0,left_elbow_y_cumsum_1,left_elbow_y_cumsum_2,left_elbow_y_cumsum_3,left_elbow_y_cumsum_4,left_elbow_y_cumsum_5,left_elbow_y_cumsum_6,right_elbow_x_cumsum_0,right_elbow_x_cumsum_1,right_elbow_x_cumsum_2,right_elbow_x_cumsum_3,right_elbow_x_cumsum_4,right_elbow_x_cumsum_5,right_elbow_x_cumsum_6,right_elbow_y_cumsum_0,right_elbow_y_cumsum_1,right_elbow_y_cumsum_2,right_elbow_y_cumsum_3,right_elbow_y_cumsum_4,right_elbow_y_cumsum_5,right_elbow_y_cumsum_6,left_wrist_x_cumsum_0,left_wrist_x_cumsum_1,left_wrist_x_cumsum_2,left_wrist_x_cumsum_3,left_wrist_x_cumsum_4,left_wrist_x_cumsum_5,left_wrist_x_cumsum_6,left_wrist_y_cumsum_0,left_wrist_y_cumsum_1,left_wrist_y_cumsum_2,left_wrist_y_cumsum_3,left_wrist_y_cumsum_4,left_wrist_y_cumsum_5,left_wrist_y_cumsum_6,right_wrist_x_cumsum_0,right_wrist_x_cumsum_1,right_wrist_x_cumsum_2,right_wrist_x_cumsum_3,right_wrist_x_cumsum_4,right_wrist_x_cumsum_5,right_wrist_x_cumsum_6,right_wrist_y_cumsum_0,right_wrist_y_cumsum_1,right_wrist_y_cumsum_2,right_wrist_y_cumsum_3,right_wrist_y_cumsum_4,right_wrist_y_cumsum_5,right_wrist_y_cumsum_6,right_forearm_r_cumsum_0,right_forearm_r_cumsum_1,right_forearm_r_cumsum_2,right_forearm_r_cumsum_3,right_forearm_r_cumsum_4,right_forearm_r_cumsum_5,right_forearm_r_cumsum_6,left_forearm_r_cumsum_0,left_forearm_r_cumsum_1,left_forearm_r_cumsum_2,left_forearm_r_cumsum_3,left_forearm_r_cumsum_4,left_forearm_r_cumsum_5,left_forearm_r_cumsum_6,right_forearm_angle_cumsum_0,right_forearm_angle_cumsum_1,right_forearm_angle_cumsum_2,right_forearm_angle_cumsum_3,right_forearm_angle_cumsum_4,right_forearm_angle_cumsum_5,right_forearm_angle_cumsum_6,left_forearm_angle_cumsum_0,left_forearm_angle_cumsum_1,left_forearm_angle_cumsum_2,left_forearm_angle_cumsum_3,left_forearm_angle_cumsum_4,left_forearm_angle_cumsum_5,left_forearm_angle_cumsum_6,shoulder_wrist_right_x,shoulder_wrist_right_y,shoulder_wrist_left_x,shoulder_wrist_left_y,gt_idle,gt_sr,gt_sl,gt_r,gt_rl,gt_su,gt_sd,gt_pin,gt_spr,gt_ft,gt_p
855,0.028996,0.025983,0.040502,0.045858,0.053514,0.072719,0.081799,0.251045,0.595144,0.842884,0.898616,1.021042,1.059661,1.110456,-0.000126,-0.001213,-0.007573,-0.01933,-0.022343,-0.027029,-0.027866,0.00954,0.047071,0.072427,0.065732,0.060251,0.058452,0.061464,-0.037238,-0.054351,-0.046527,-0.046401,-0.045481,-0.051213,-0.073473,0.372927,0.559203,0.821503,0.78393,0.990122,1.126146,1.258405,0.003473,0.00364,0.003724,-0.037489,-0.088786,-0.095606,-0.097782,0.026402,0.145648,0.177405,-0.198618,-0.447404,-0.463178,-0.396149,0.016654,0.098252,0.104465,-0.25858,-0.240449,-0.227824,-0.273814,-0.115572,0.042228,0.029036,0.121865,0.040698,-0.047099,-0.109847,-0.00289,-0.00821,-0.020496,-0.00286,-0.001805,-0.001768,-0.001918,-0.037246,-0.028009,-0.041293,-0.017531,-0.068324,-0.114957,-0.13693,0.12086,-0.473912,0.10796,-0.312119,1,0,0,0,0,0,0,0,0,0,0
856,-0.002983,0.011393,0.016695,0.024277,0.043292,0.052282,0.058082,0.340701,0.585995,0.641176,0.762394,0.800632,0.850925,0.85834,-0.001077,-0.007374,-0.019015,-0.021998,-0.026638,-0.027467,-0.036581,0.037161,0.062266,0.055637,0.05021,0.048429,0.051412,0.056176,-0.016944,-0.009197,-0.009073,-0.008161,-0.013837,-0.035876,-0.050293,0.184436,0.444146,0.406944,0.6111,0.745781,0.876734,1.055122,0.000166,0.000249,-0.040558,-0.091348,-0.098101,-0.100255,-0.100669,0.118069,0.149513,-0.222798,-0.469127,-0.484745,-0.418378,-0.382709,0.080791,0.086943,-0.272517,-0.254564,-0.242065,-0.2876,-0.310999,0.156242,0.14318,0.235092,0.154726,0.067796,0.005668,-0.110038,-0.004963,-0.016424,2.8e-05,0.001012,0.001047,0.000907,0.000891,0.008617,-0.003775,0.018393,-0.028992,-0.072496,-0.092994,-0.103349,0.115239,-0.51626,0.123421,-0.485758,1,0,0,0,0,0,0,0,0,0,0
857,0.014225,0.019472,0.026974,0.045791,0.054686,0.060426,0.0635,0.242728,0.297332,0.417281,0.455119,0.504886,0.512224,0.474182,-0.006231,-0.017751,-0.020702,-0.025294,-0.026113,-0.035132,-0.043085,0.024843,0.018283,0.012913,0.01115,0.014102,0.018816,0.016767,0.007666,0.007789,0.008691,0.003075,-0.018734,-0.033,-0.032754,0.256994,0.220181,0.422201,0.555473,0.685057,0.861578,0.973165,8.2e-05,-0.040297,-0.090557,-0.097239,-0.09937,-0.09978,-0.107487,0.031115,-0.337302,-0.581054,-0.596509,-0.530836,-0.49554,-0.513085,0.006087,-0.349613,-0.331848,-0.319479,-0.364538,-0.387692,-0.380443,-0.012925,0.078025,-0.0015,-0.08752,-0.148999,-0.263494,-0.288014,-0.010648,0.004636,0.005551,0.005583,0.005453,0.005438,0.005444,-0.011513,0.009082,-0.03494,-0.075357,-0.094401,-0.10402,-0.106352,0.118406,-0.499899,0.122972,-0.613568,1,0,0,0,0,0,0,0,0,0,0
858,0.005267,0.012798,0.031685,0.040615,0.046376,0.049462,0.044935,0.054811,0.175215,0.213197,0.263152,0.270518,0.232331,0.220933,-0.011563,-0.014526,-0.019135,-0.019958,-0.029011,-0.036994,-0.043289,-0.006584,-0.011975,-0.013744,-0.010781,-0.006049,-0.008106,0.004444,0.000123,0.001029,-0.004609,-0.0265,-0.040821,-0.040574,-0.053371,-0.036952,0.165833,0.299611,0.429685,0.606876,0.718885,0.835298,-0.040532,-0.090982,-0.097689,-0.099829,-0.100241,-0.107977,-0.082793,-0.369812,-0.614489,-0.630002,-0.56408,-0.52865,-0.546262,-0.315454,-0.357048,-0.339216,-0.3268,-0.37203,-0.395272,-0.387996,-0.312551,0.091295,0.011469,-0.074878,-0.136589,-0.251518,-0.276132,-0.206152,0.015695,0.016634,0.016667,0.016534,0.016518,0.016525,0.015802,0.021147,-0.024056,-0.065557,-0.085112,-0.09499,-0.097384,-0.100422,0.091134,-0.755935,0.1385,-0.752423,1,0,0,0,0,0,0,0,0,0,0
859,0.00758,0.026591,0.035578,0.041377,0.044483,0.039927,0.037028,0.12119,0.159419,0.209701,0.217114,0.178678,0.167205,0.176193,-0.002982,-0.007621,-0.008449,-0.017561,-0.025596,-0.031933,-0.029531,-0.005426,-0.007207,-0.004225,0.000538,-0.001532,0.0111,0.008574,0.000911,-0.004763,-0.026798,-0.041211,-0.040963,-0.053844,-0.048004,0.204109,0.33876,0.469683,0.64803,0.76077,0.877942,0.986872,-0.050779,-0.05753,-0.059684,-0.060098,-0.067884,-0.042537,-0.048915,-0.246273,-0.261887,-0.195535,-0.159874,-0.177601,0.054713,-0.004929,0.017948,0.030445,-0.01508,-0.038473,-0.03115,0.044787,-0.004768,-0.080347,-0.167258,-0.229371,-0.345051,-0.369825,-0.299388,-0.227682,0.000983,0.001018,0.000878,0.000862,0.000869,0.000112,0.000256,-0.047309,-0.090744,-0.111209,-0.121547,-0.124053,-0.127232,-0.135799,0.098002,-0.691397,0.132581,-0.867554,1,0,0,0,0,0,0,0,0,0,0
860,0.018693,0.027531,0.033232,0.036287,0.031807,0.028956,0.02696,0.03759,0.087031,0.094321,0.056527,0.045246,0.054084,0.051233,-0.004561,-0.005376,-0.014335,-0.022236,-0.028467,-0.026105,-0.026268,-0.001751,0.001181,0.005864,0.003828,0.01625,0.013765,0.010385,-0.005579,-0.027245,-0.041418,-0.041174,-0.053839,-0.048097,-0.044676,0.132399,0.261133,0.436498,0.547353,0.662566,0.769675,0.839316,-0.006638,-0.008756,-0.009163,-0.01682,0.008104,0.001833,0.004765,-0.015354,0.049889,0.084954,0.067523,0.295954,0.237309,0.346209,0.012288,-0.032476,-0.055478,-0.048277,0.02639,-0.022337,0.081964,-0.085457,-0.146532,-0.260277,-0.284637,-0.215378,-0.144871,-0.084238,3.1e-05,-9.3e-05,-0.000108,-0.000102,-0.000774,-0.000646,-0.001096,-0.038599,-0.056786,-0.065973,-0.0682,-0.071025,-0.078638,-0.091239,0.09453,-0.810576,0.128884,-0.944323,1,0,0,0,0,0,0,0,0,0,0
861,0.009018,0.014836,0.017953,0.013382,0.010473,0.008436,0.003283,0.050451,0.05789,0.019324,0.007813,0.016831,0.013922,0.035158,-0.000831,-0.009974,-0.018036,-0.024395,-0.021984,-0.02215,-0.023605,0.002992,0.007771,0.005693,0.018369,0.015834,0.012384,0.011013,-0.022109,-0.036571,-0.036322,-0.049246,-0.043387,-0.039896,-0.032581,0.131365,0.310314,0.423435,0.541002,0.6503,0.721364,0.835981,-0.002161,-0.002577,-0.01039,0.015044,0.008644,0.011636,0.039937,0.066576,0.102357,0.084571,0.317669,0.257826,0.368952,0.514197,-0.045678,-0.069151,-0.061803,0.014391,-0.035332,0.0711,0.21169,-0.062323,-0.178393,-0.203251,-0.132576,-0.060628,0.001244,0.082633,-0.000143,-0.000159,-0.000152,-0.000927,-0.000779,-0.001298,-0.009822,-0.020954,-0.031538,-0.034104,-0.03736,-0.046131,-0.060648,-0.10313,0.063438,-0.965267,0.121334,-1.064746,1,0,0,0,0,0,0,0,0,0,0
862,0.005902,0.009063,0.004426,0.001475,-0.00059,-0.005817,-0.013616,0.007546,-0.031574,-0.043252,-0.034104,-0.037055,-0.015513,-0.00215,-0.009274,-0.017452,-0.023902,-0.021457,-0.021626,-0.023101,-0.027148,0.004848,0.00274,0.015598,0.013026,0.009527,0.008136,0.007293,-0.01467,-0.014417,-0.027528,-0.021584,-0.018043,-0.010623,0.010202,0.181522,0.296269,0.415527,0.526396,0.598481,0.714746,0.767061,-0.000422,-0.008347,0.017452,0.01096,0.013996,0.042704,0.043041,0.036296,0.018253,0.254703,0.194,0.306723,0.454057,0.41325,-0.02381,-0.016356,0.060933,0.010495,0.118458,0.261069,0.220897,-0.117738,-0.142953,-0.071263,0.00172,0.064481,0.147041,0.175758,-1.8e-05,-1.1e-05,-0.000867,-0.000703,-0.001277,-0.010696,-0.011308,-0.011697,-0.014533,-0.01813,-0.027823,-0.043866,-0.090812,-0.160176,0.062454,-0.921742,0.099333,-1.109769,1,0,0,0,0,0,0,0,0,0,0
863,0.003213,-0.001499,-0.004498,-0.006597,-0.011909,-0.019835,-0.029259,-0.039755,-0.051622,-0.042326,-0.045324,-0.023433,-0.009853,-0.012381,-0.008311,-0.014865,-0.012381,-0.012552,-0.014051,-0.018164,-0.022919,-0.002142,0.010924,0.008311,0.004755,0.003341,0.002485,-0.004541,0.000257,-0.013066,-0.007026,-0.003427,0.004113,0.025275,0.041811,0.116609,0.237803,0.350471,0.423727,0.541878,0.595042,0.585104,-0.008054,0.018164,0.011567,0.014651,0.043825,0.044168,0.043739,-0.018335,0.221952,0.160263,0.274816,0.424541,0.383072,0.354584,0.007575,0.086118,0.034862,0.144576,0.289502,0.248679,0.226987,-0.025624,0.04723,0.121397,0.185177,0.269076,0.29826,0.284932,8e-06,-0.00095,-0.000767,-0.001409,-0.011951,-0.012636,-0.013434,-0.003174,-0.0072,-0.018049,-0.036006,-0.088552,-0.166191,-0.216123,0.061581,-0.894487,0.080953,-1.095848,1,0,0,0,0,0,0,0,0,0,0
864,-0.004738,-0.007753,-0.009864,-0.015205,-0.023173,-0.032649,-0.043503,-0.011931,-0.002584,-0.005599,0.016411,0.030065,0.027523,0.06392,-0.00659,-0.004092,-0.004264,-0.005772,-0.009907,-0.014688,-0.015248,0.013137,0.01051,0.006935,0.005513,0.004652,-0.002412,-0.006676,-0.013396,-0.007322,-0.003704,0.003877,0.025154,0.04178,0.075205,0.121852,0.235133,0.308787,0.427581,0.481034,0.471041,0.552577,0.02636,0.019727,0.022828,0.052161,0.052505,0.052075,0.000689,0.241594,0.179569,0.294745,0.445283,0.403589,0.374946,0.22725,0.07897,0.027435,0.137746,0.283459,0.242414,0.220604,0.089714,0.07325,0.14782,0.211947,0.296302,0.325645,0.312244,0.349537,-0.000995,-0.000805,-0.001472,-0.012423,-0.013134,-0.013963,-0.007874,-0.004182,-0.015451,-0.034102,-0.088681,-0.169322,-0.221185,-0.347411,0.114249,-0.741972,0.046437,-1.166261,1,0,0,0,0,0,0,0,0,0,0
