,timestamp,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence
86,3440,0.47592999999999996,0.37568,-0.52056,0.99986,0.48346,0.35305,-0.49851,0.99958,0.48911000000000004,0.35348,-0.49865,0.99961,0.49466,0.35387,-0.49888,0.9994,0.46614999999999995,0.35258,-0.50039,0.99972,0.45958,0.35283,-0.50053,0.99981,0.45326999999999995,0.35326,-0.5005,0.99976,0.5005999999999999,0.37041,-0.3378,0.99923,0.44428,0.36785,-0.34631,0.9998,0.48468,0.40179,-0.45849,0.99977,0.46325000000000005,0.40364,-0.46093,0.9999,0.53233,0.51725,-0.21249,0.99917,0.40190000000000003,0.51475,-0.21801,0.9998,0.54862,0.71611,-0.13194,0.99554,0.39044999999999996,0.72356,-0.14758,0.9947,0.56084,0.8841,-0.26841,0.98105,0.39927999999999997,0.9001,-0.29403,0.98423,0.56774,0.93626,-0.31345,0.94749,0.39578,0.95421,-0.34496,0.96577,0.558,0.93698,-0.37457,0.9547,0.4081,0.95506,-0.38676,0.96989,0.55303,0.92082,-0.29648,0.95387,0.41290000000000004,0.93742,-0.31284,0.97169,0.51111,0.85966,-0.00304,0.9965,0.43145,0.86097,0.00351,0.99832,0.50627,1.11868,0.00083,0.60287,0.42845,1.13644,-0.03753,0.83858,0.5006200000000001,1.3473,0.34307,0.01942,0.42413999999999996,1.35391,0.34131,0.04406,0.5024299999999999,1.38054,0.37095,0.02968,0.42122000000000004,1.38477,0.37148,0.06014,0.48405,1.42544,0.17967,0.01336,0.43033999999999994,1.43034,0.21547,0.02673
87,3480,0.47758,0.37637,-0.52082,0.99987,0.48497999999999997,0.35356,-0.49891,0.9996,0.49067000000000005,0.35393,-0.49905,0.99964,0.49609000000000003,0.35432,-0.49929,0.99944,0.46785,0.35321,-0.50061,0.99973,0.46124,0.35346,-0.50076,0.99983,0.45487999999999995,0.35388,-0.50073,0.99977,0.5019199999999999,0.37065,-0.33797,0.9993,0.44571000000000005,0.36847,-0.34585,0.99981,0.48617999999999995,0.40241,-0.45859,0.99978,0.46486000000000005,0.4043,-0.46087,0.99991,0.53382,0.51707,-0.21331,0.99924,0.40344,0.51519,-0.21583,0.99981,0.54994,0.71549,-0.14159,0.9958,0.39215999999999995,0.72376,-0.14545,0.99516,0.56194,0.88247,-0.28248,0.98193,0.40092000000000005,0.90051,-0.29241,0.98541,0.56835,0.93469,-0.32694,0.94973,0.39695,0.95431,-0.34326,0.96841,0.55871,0.93681,-0.38069,0.957,0.40908,0.955,-0.38526,0.97225,0.5540700000000001,0.9207,-0.30625,0.95672,0.41379,0.93741,-0.31132,0.97379,0.5131399999999999,0.85952,-0.00374,0.99667,0.43343,0.86099,0.00416,0.99836,0.50629,1.11819,0.00214,0.61585,0.42971000000000004,1.13626,-0.03758,0.8482,0.5011099999999999,1.34678,0.34241,0.02051,0.4253,1.35365,0.34105,0.04609,0.50295,1.37991,0.36992,0.03147,0.42233,1.38415,0.3714,0.06352,0.48480999999999996,1.42446,0.17743,0.01398,0.43128,1.42912,0.21343,0.0272
88,3520,0.47897,0.37674,-0.48007,0.99988,0.48638000000000003,0.35383,-0.45691,0.99963,0.49215,0.35417,-0.45702,0.99967,0.49746,0.35459,-0.45725,0.99948,0.46923000000000004,0.35348,-0.46001,0.99975,0.46255999999999997,0.35369,-0.46018,0.99984,0.45615000000000006,0.35407,-0.46014,0.99978,0.5030600000000001,0.37081,-0.29482,0.99936,0.44684999999999997,0.36863,-0.30947,0.99982,0.48749,0.4027,-0.4178,0.9998,0.46606000000000003,0.40457,-0.42204,0.99991,0.53447,0.51679,-0.17641,0.9993,0.40456000000000003,0.51556,-0.18693,0.99982,0.55071,0.71471,-0.10705,0.99604,0.39381999999999995,0.72394,-0.12219,0.9956,0.56282,0.88018,-0.24922,0.98295,0.40276999999999996,0.90105,-0.27584,0.98663,0.56948,0.93209,-0.29294,0.95242,0.39868000000000003,0.95492,-0.32728,0.97107,0.55935,0.93584,-0.34339,0.95956,0.41106,0.95533,-0.36999,0.97461,0.5547599999999999,0.91946,-0.27124,0.95968,0.41581999999999997,0.93777,-0.29516,0.97596,0.51478,0.85969,-0.00378,0.99688,0.43503000000000003,0.8615,0.00421,0.99845,0.50771,1.11871,0.00362,0.6317,0.43038,1.13705,-0.04279,0.85741,0.5023500000000001,1.34814,0.34148,0.02135,0.42567,1.35506,0.33311,0.04685,0.50424,1.38135,0.36886,0.03281,0.42252,1.38558,0.36295,0.06517,0.48585999999999996,1.42573,0.18002,0.01426,0.43226,1.43052,0.20354,0.02691
89,3560,0.48106000000000004,0.37707,-0.48639,0.99989,0.48812,0.3541,-0.46396,0.99965,0.49402999999999997,0.35446,-0.46406,0.9997,0.49909000000000003,0.35494,-0.46427,0.99952,0.47119999999999995,0.35358,-0.46925,0.99977,0.46441,0.35374,-0.46941,0.99985,0.45794999999999997,0.35408,-0.46936,0.9998,0.50464,0.37105,-0.2983,0.99941,0.44828,0.36863,-0.32294,0.99983,0.48917,0.40305,-0.42229,0.99982,0.46804999999999997,0.40471,-0.43007,0.99992,0.53593,0.51615,-0.1817,0.99935,0.4063,0.51593,-0.19766,0.99984,0.55328,0.71419,-0.12432,0.99628,0.39635,0.72425,-0.12974,0.99599,0.5660000000000001,0.87975,-0.26744,0.98393,0.40486,0.90106,-0.28321,0.98775,0.5730999999999999,0.9315,-0.31123,0.95492,0.40069999999999995,0.9557,-0.33513,0.97349,0.56292,0.93547,-0.35955,0.96192,0.41347999999999996,0.95577,-0.37816,0.97675,0.55796,0.91906,-0.28851,0.96238,0.4184,0.93803,-0.30256,0.97794,0.5179199999999999,0.85943,-0.00383,0.99707,0.43801,0.86116,0.00426,0.99853,0.5105500000000001,1.11889,0.02827,0.64427,0.43308,1.13703,-0.03691,0.86504,0.5045999999999999,1.34797,0.38197,0.02157,0.42776000000000003,1.35506,0.33961,0.04721,0.5063,1.38108,0.41162,0.0333,0.42449000000000003,1.38574,0.36972,0.06609,0.48838000000000004,1.42581,0.22755,0.01424,0.43418999999999996,1.43053,0.20966,0.02649
90,3600,0.48214999999999997,0.37721,-0.51868,0.9999,0.489,0.35424,-0.49631,0.99968,0.49494000000000005,0.3546,-0.49645,0.99972,0.49997,0.35509,-0.49666,0.99955,0.47209999999999996,0.35366,-0.49945,0.99978,0.46531999999999996,0.35379,-0.49959,0.99986,0.45891000000000004,0.35412,-0.49956,0.99981,0.50563,0.37108,-0.33194,0.99946,0.44928,0.36866,-0.34706,0.99984,0.49024,0.40311,-0.45522,0.99983,0.46914999999999996,0.40474,-0.45967,0.99992,0.53698,0.51596,-0.2089,0.9994,0.40732999999999997,0.51672,-0.21528,0.99985,0.55496,0.71344,-0.13927,0.99649,0.39759,0.72519,-0.13993,0.99634,0.56889,0.87922,-0.28014,0.98472,0.40542,0.90383,-0.28701,0.98871,0.5764199999999999,0.93142,-0.32308,0.95694,0.40124000000000004,0.95823,-0.33787,0.97554,0.56655,0.93517,-0.37595,0.96385,0.41308,0.95793,-0.38065,0.97858,0.5613,0.91892,-0.30296,0.96463,0.41761000000000004,0.93985,-0.3062,0.97962,0.5193,0.85941,-0.00397,0.99722,0.43916999999999995,0.86114,0.0044,0.99859,0.51119,1.11908,0.01194,0.65292,0.4353,1.13727,-0.03806,0.8696,0.50685,1.34833,0.35771,0.02182,0.43056000000000005,1.35561,0.34245,0.04648,0.509,1.38164,0.38597,0.03389,0.4275,1.38643,0.37285,0.06518,0.49097999999999997,1.42602,0.19236,0.01431,0.43706,1.43101,0.21062,0.0256
91,3640,0.48278,0.37732,-0.49443,0.99991,0.48956999999999995,0.35433,-0.47113,0.99969,0.49550000000000005,0.35468,-0.47127,0.99974,0.50061,0.35516,-0.47149,0.99958,0.47261,0.35373,-0.47327,0.99979,0.46589,0.35386,-0.47343,0.99987,0.45953999999999995,0.35417,-0.47339,0.99982,0.50644,0.3711,-0.3092,0.99951,0.45011999999999996,0.36871,-0.31934,0.99985,0.49095999999999995,0.40315,-0.43235,0.99984,0.4698,0.4048,-0.43531,0.99993,0.53796,0.51582,-0.19136,0.99945,0.40837,0.51707,-0.19132,0.99986,0.55655,0.71275,-0.12374,0.99667,0.39936000000000005,0.72565,-0.11982,0.99665,0.5704400000000001,0.87854,-0.26553,0.98543,0.40664999999999996,0.90372,-0.27028,0.98958,0.5784,0.93102,-0.30861,0.9588,0.40217,0.9582,-0.32081,0.97745,0.56846,0.93508,-0.3607,0.96563,0.41379999999999995,0.95778,-0.36314,0.98028,0.56301,0.91859,-0.28809,0.96673,0.41828,0.93963,-0.28959,0.98117,0.5197700000000001,0.85962,-0.0051,0.99736,0.43952,0.86135,0.00555,0.99863,0.5108900000000001,1.11941,-0.01699,0.66385,0.43576000000000004,1.1383,-0.04233,0.87615,0.50763,1.35145,0.31419,0.02252,0.43128,1.35764,0.33245,0.04693,0.51014,1.38602,0.34071,0.03498,0.42828,1.38874,0.36167,0.06634,0.49173999999999995,1.4283,0.14618,0.01469,0.43801,1.43324,0.1994,0.02538
92,3680,0.48321000000000003,0.37749,-0.48744,0.99991,0.49019,0.35449,-0.46452,0.99971,0.4961,0.35482,-0.46465,0.99976,0.50133,0.35528,-0.46488,0.99961,0.47309999999999997,0.35391,-0.46644,0.9998,0.46645000000000003,0.35405,-0.4666,0.99988,0.46019,0.35436,-0.46655,0.99983,0.50746,0.37118,-0.30322,0.99955,0.45104,0.36883,-0.31241,0.99986,0.49171,0.40325,-0.42548,0.99985,0.47030000000000005,0.40496,-0.42813,0.99993,0.5389999999999999,0.51555,-0.18608,0.99949,0.40918,0.5172,-0.18393,0.99987,0.55762,0.71175,-0.11901,0.99684,0.39995,0.72567,-0.11073,0.99694,0.5714,0.8776,-0.2616,0.98616,0.40723,0.90384,-0.26148,0.99039,0.57962,0.9304,-0.305,0.96073,0.40296,0.95874,-0.31178,0.97923,0.56969,0.93462,-0.35679,0.96743,0.4141,0.95795,-0.35435,0.98186,0.56421,0.91808,-0.28401,0.96877,0.41859999999999997,0.93953,-0.28086,0.98263,0.52037,0.85983,-0.00554,0.9975,0.43955999999999995,0.86149,0.006,0.99869,0.51198,1.11947,-0.00883,0.67434,0.43645,1.13884,-0.04358,0.8824,0.50911,1.35266,0.32424,0.02306,0.43255,1.35864,0.32918,0.0472,0.5117,1.38752,0.35099,0.03602,0.42955,1.38977,0.35814,0.0671,0.49317,1.42955,0.1582,0.01488,0.43999999999999995,1.43451,0.19525,0.02501
93,3720,0.48377000000000003,0.37775,-0.48812,0.99992,0.49093,0.35469,-0.46559,0.99973,0.49678,0.35501,-0.46573,0.99978,0.50212,0.35547,-0.46595,0.99963,0.47365999999999997,0.35416,-0.46757,0.99981,0.46702999999999995,0.35431,-0.46773,0.99989,0.46077999999999997,0.35463,-0.46768,0.99984,0.5081800000000001,0.37128,-0.30518,0.99958,0.45169000000000004,0.36897,-0.31476,0.99987,0.49254,0.40347,-0.42645,0.99986,0.47078,0.40525,-0.4292,0.99993,0.53971,0.51522,-0.18825,0.99953,0.40964999999999996,0.5177,-0.18687,0.99988,0.5582,0.71079,-0.12211,0.99697,0.39974,0.72596,-0.11393,0.9972,0.57216,0.87733,-0.26532,0.98663,0.4072,0.90454,-0.26328,0.99108,0.58046,0.93025,-0.30875,0.96198,0.40319000000000005,0.95946,-0.31343,0.98072,0.5706100000000001,0.93445,-0.36043,0.96869,0.41415,0.95836,-0.35575,0.9832,0.56518,0.91791,-0.2877,0.9703,0.41852,0.93975,-0.28251,0.98385,0.5213300000000001,0.86025,-0.00562,0.99758,0.43955,0.86167,0.0061,0.99871,0.51268,1.11976,-0.00976,0.68122,0.43649000000000004,1.13988,-0.04432,0.88661,0.50988,1.35462,0.31239,0.02359,0.43252,1.3606,0.3262,0.04707,0.51251,1.39022,0.33775,0.03703,0.42950999999999995,1.39232,0.35477,0.0672,0.49393,1.43156,0.14434,0.01512,0.44005000000000005,1.43673,0.1914,0.02454
94,3760,0.48446,0.3781,-0.49003,0.99993,0.49180999999999997,0.35497,-0.46765,0.99974,0.49759,0.35529,-0.46779,0.9998,0.50298,0.35575,-0.46801,0.99966,0.47436,0.35446,-0.46956,0.99982,0.46773,0.35461,-0.46972,0.9999,0.46148,0.35492,-0.46967,0.99984,0.50892,0.37145,-0.30729,0.99962,0.45243999999999995,0.36915,-0.31675,0.99988,0.49333000000000005,0.40382,-0.42846,0.99987,0.47145000000000004,0.40559,-0.43111,0.99994,0.5404,0.51495,-0.19023,0.99956,0.41041000000000005,0.51806,-0.18878,0.99989,0.5583899999999999,0.71003,-0.12422,0.99709,0.40001,0.72625,-0.11506,0.99743,0.57282,0.87705,-0.26622,0.98708,0.40776999999999997,0.90453,-0.2634,0.99168,0.58125,0.93018,-0.30942,0.96319,0.40380000000000005,0.95933,-0.31306,0.98203,0.5717099999999999,0.9343,-0.36169,0.96989,0.41457,0.95827,-0.35564,0.98438,0.5663,0.91776,-0.28883,0.97173,0.41890000000000005,0.93968,-0.28272,0.98493,0.52232,0.86095,-0.00613,0.99767,0.43993000000000004,0.86171,0.00661,0.99873,0.51271,1.12039,-0.00894,0.68787,0.43640999999999996,1.14064,-0.04308,0.89014,0.51016,1.35723,0.31011,0.02395,0.43233,1.36275,0.32547,0.04656,0.51291,1.39351,0.33505,0.03777,0.42928999999999995,1.39509,0.35364,0.06672,0.49432,1.4339,0.14153,0.01524,0.43991,1.43883,0.18993,0.0239
95,3800,0.48511000000000004,0.37879,-0.52375,0.99993,0.49260000000000004,0.35537,-0.50305,0.99976,0.49836,0.35568,-0.50323,0.99981,0.50385,0.35611,-0.50343,0.99968,0.47509999999999997,0.35496,-0.50448,0.99983,0.46852000000000005,0.35512,-0.5046,0.9999,0.46228,0.35544,-0.50457,0.99985,0.50998,0.3718,-0.34414,0.99965,0.4534,0.36953,-0.35129,0.99989,0.49419,0.40467,-0.46195,0.99988,0.47219999999999995,0.40645,-0.46385,0.99994,0.5419,0.51495,-0.22015,0.9996,0.41115,0.51862,-0.21587,0.99989,0.5583,0.70981,-0.1464,0.99721,0.40086999999999995,0.72653,-0.13486,0.99765,0.57351,0.87697,-0.28696,0.98763,0.40845,0.90575,-0.2768,0.99227,0.5824199999999999,0.92999,-0.33033,0.96465,0.4042,0.96015,-0.32521,0.98326,0.57342,0.9341,-0.38405,0.97122,0.41496,0.95918,-0.3683,0.98549,0.56778,0.91757,-0.31018,0.97321,0.41952999999999996,0.94052,-0.29617,0.98598,0.52315,0.86094,-0.00685,0.99777,0.44064000000000003,0.86149,0.00735,0.99876,0.5129,1.12072,-0.02341,0.6936,0.43633999999999995,1.14163,-0.03924,0.89129,0.51105,1.3603,0.29321,0.02383,0.43210000000000004,1.36549,0.33736,0.04448,0.51406,1.39804,0.31789,0.03762,0.42906,1.39884,0.36625,0.06414,0.49537,1.43678,0.12073,0.01509,0.43966000000000005,1.44252,0.20251,0.02261
96,3840,0.48634999999999995,0.37911,-0.54676,0.99994,0.49378,0.35558,-0.5248,0.99976,0.49949,0.35589,-0.52499,0.99982,0.5049,0.35634,-0.5252,0.99969,0.47636,0.35513,-0.52761,0.99983,0.46969000000000005,0.35527,-0.52773,0.99991,0.46335000000000004,0.35557,-0.52775,0.99985,0.51054,0.37202,-0.36079,0.99967,0.45421999999999996,0.36966,-0.37439,0.99989,0.49512999999999996,0.40509,-0.48276,0.99988,0.47331,0.40682,-0.48643,0.99994,0.54224,0.51487,-0.23167,0.99963,0.41164999999999996,0.51919,-0.23747,0.9999,0.55802,0.70966,-0.15384,0.9971,0.40208999999999995,0.72691,-0.15992,0.99781,0.57447,0.87685,-0.29279,0.98737,0.40839000000000003,0.90739,-0.2938,0.99261,0.58338,0.92976,-0.33559,0.96404,0.40398999999999996,0.96152,-0.34041,0.98383,0.57538,0.93404,-0.38938,0.9709,0.41462,0.96139,-0.38288,0.98605,0.5697099999999999,0.91747,-0.31629,0.97317,0.41917000000000004,0.94273,-0.31263,0.98647,0.52439,0.8594,-0.00689,0.99771,0.44191,0.86037,0.00738,0.99865,0.51274,1.12005,-0.07466,0.69208,0.43735999999999997,1.14145,-0.05424,0.8873,0.51082,1.36087,0.23206,0.02443,0.43193000000000004,1.36515,0.31844,0.04268,0.5138,1.39988,0.25495,0.03764,0.42904,1.39851,0.34642,0.06169,0.49539,1.43669,0.04678,0.01566,0.43937000000000004,1.44224,0.17851,0.02172
97,3880,0.48716000000000004,0.3793,-0.55086,0.99994,0.49461,0.35568,-0.52864,0.99977,0.50036,0.35599,-0.52883,0.99983,0.50571,0.35645,-0.52907,0.9997,0.47716000000000003,0.35522,-0.53106,0.99984,0.47043,0.35534,-0.53119,0.99991,0.46407,0.35562,-0.53119,0.99985,0.51111,0.37215,-0.36304,0.99969,0.45477999999999996,0.36974,-0.37489,0.99989,0.49582000000000004,0.40537,-0.48633,0.99989,0.47401000000000004,0.40702,-0.48957,0.99994,0.54232,0.51483,-0.23334,0.99965,0.41198,0.51945,-0.23388,0.9999,0.55796,0.7096,-0.15475,0.99711,0.40203999999999995,0.72694,-0.15574,0.99795,0.5763,0.87737,-0.29308,0.98728,0.40815,0.90764,-0.29385,0.99288,0.5854900000000001,0.92984,-0.33535,0.96355,0.40371,0.9614,-0.34062,0.9843,0.57745,0.93417,-0.38953,0.97074,0.41446000000000005,0.96141,-0.38348,0.98652,0.57168,0.91776,-0.31658,0.9733,0.41903,0.94295,-0.3129,0.9868,0.52461,0.85935,-0.00699,0.99763,0.44182,0.86049,0.00747,0.99852,0.51257,1.12135,-0.06198,0.69387,0.43757999999999997,1.14213,-0.05238,0.88875,0.51069,1.36497,0.24697,0.02595,0.43188000000000004,1.36626,0.31698,0.04342,0.51354,1.40409,0.27004,0.0389,0.42906,1.39982,0.34437,0.06242,0.49554,1.44037,0.06137,0.01705,0.43909,1.44322,0.17409,0.02229
98,3920,0.48758,0.37952,-0.54525,0.99994,0.49511000000000005,0.35586,-0.52252,0.99976,0.50082,0.35618,-0.5227,0.99983,0.5062,0.35664,-0.52294,0.9997,0.47755000000000003,0.35535,-0.52464,0.99983,0.47080999999999995,0.35544,-0.52477,0.99991,0.46442000000000005,0.3557,-0.52478,0.99985,0.5115000000000001,0.37236,-0.35651,0.9997,0.45509,0.36982,-0.36712,0.99988,0.49624,0.40573,-0.48059,0.99989,0.47434,0.40727,-0.48347,0.99994,0.54228,0.51476,-0.22935,0.99967,0.41203999999999996,0.51961,-0.22702,0.9999,0.55801,0.70956,-0.15265,0.99703,0.40214000000000005,0.72695,-0.15208,0.99804,0.57921,0.8773,-0.29164,0.98689,0.40806,0.90792,-0.28731,0.993,0.5890599999999999,0.92975,-0.33432,0.96228,0.40349999999999997,0.96131,-0.33236,0.9844,0.58064,0.93405,-0.38755,0.96994,0.41440999999999995,0.96134,-0.37438,0.98668,0.57428,0.91764,-0.31473,0.97282,0.41890000000000005,0.94302,-0.30603,0.98682,0.5252399999999999,0.8593,-0.00754,0.99746,0.44181000000000004,0.86059,0.00802,0.99834,0.51278,1.12138,-0.06657,0.69089,0.43906999999999996,1.14224,-0.05517,0.88872,0.51231,1.3645,0.26009,0.02713,0.43278000000000005,1.36611,0.31818,0.04398,0.51517,1.40314,0.28514,0.03988,0.43011999999999995,1.39972,0.34655,0.06305,0.49717,1.44013,0.07445,0.01837,0.43937000000000004,1.44312,0.17868,0.0228
99,3960,0.48772000000000004,0.38002,-0.54946,0.99994,0.49538000000000004,0.35635,-0.52636,0.99977,0.5010399999999999,0.35678,-0.52652,0.99984,0.50651,0.35728,-0.52675,0.99971,0.47777000000000003,0.3556,-0.52874,0.99984,0.47107,0.35559,-0.52887,0.99992,0.46472,0.35579,-0.52885,0.99985,0.51186,0.37303,-0.35687,0.99972,0.45542000000000005,0.36986,-0.36833,0.99989,0.49634999999999996,0.40643,-0.48365,0.9999,0.47436999999999996,0.40767,-0.48693,0.99994,0.54215,0.51515,-0.22679,0.99969,0.41202000000000005,0.5196,-0.2253,0.99991,0.55976,0.70956,-0.15046,0.99715,0.40219000000000005,0.72695,-0.14693,0.99812,0.5892999999999999,0.87584,-0.28608,0.9873,0.4081,0.9079,-0.28054,0.99314,0.5994200000000001,0.92824,-0.3263,0.96307,0.40337,0.95996,-0.3246,0.98458,0.59282,0.93322,-0.38122,0.9707,0.41427,0.96099,-0.36861,0.98688,0.58643,0.91665,-0.30959,0.97364,0.41847999999999996,0.94297,-0.30001,0.98689,0.52495,0.85953,-0.00617,0.99743,0.44164000000000003,0.8609,0.00663,0.99827,0.51267,1.1264,0.00374,0.69509,0.43964000000000003,1.14244,-0.05518,0.89326,0.51252,1.36457,0.37806,0.02861,0.43413999999999997,1.36602,0.31981,0.04755,0.5152300000000001,1.40243,0.40851,0.04195,0.43193000000000004,1.39951,0.34816,0.06658,0.49777000000000005,1.44158,0.20357,0.01952,0.44043,1.44295,0.17977,0.02453
100,4000,0.48795999999999995,0.38009,-0.57569,0.99995,0.49568999999999996,0.35646,-0.55304,0.99979,0.5013000000000001,0.35695,-0.55321,0.99985,0.5067900000000001,0.3575,-0.55341,0.99973,0.47802999999999995,0.35562,-0.55553,0.99985,0.47133,0.3556,-0.55565,0.99992,0.46497,0.3558,-0.55562,0.99986,0.51198,0.37327,-0.38001,0.99974,0.45558,0.36987,-0.39226,0.99989,0.49649,0.40658,-0.50817,0.9999,0.47448999999999997,0.40774,-0.51172,0.99995,0.5420400000000001,0.51514,-0.24301,0.99971,0.41201,0.51905,-0.23917,0.99991,0.5625,0.70922,-0.15778,0.99734,0.40206,0.7267,-0.14893,0.99825,0.60121,0.8748,-0.29299,0.98806,0.40806,0.90632,-0.28503,0.99344,0.6130599999999999,0.9279,-0.3333,0.96492,0.40332999999999997,0.95808,-0.32985,0.98518,0.60686,0.93271,-0.3918,0.97227,0.41352999999999995,0.95998,-0.37472,0.98742,0.6005199999999999,0.91573,-0.31807,0.97521,0.41744000000000003,0.94237,-0.30486,0.98739,0.52437,0.85955,-0.0061,0.99757,0.44103000000000003,0.86092,0.00656,0.99834,0.51241,1.13147,0.00801,0.70742,0.43948,1.14285,-0.04121,0.89916,0.51337,1.3675,0.38514,0.029,0.43392,1.36682,0.3516,0.04901,0.51623,1.40401,0.41638,0.0429,0.43165,1.40011,0.38211,0.06779,0.49943000000000004,1.44611,0.21239,0.01965,0.44023999999999996,1.44392,0.21079,0.02456
101,4040,0.48790999999999995,0.37998,-0.56068,0.99995,0.49570000000000003,0.35644,-0.53809,0.9998,0.5012300000000001,0.35693,-0.53824,0.99986,0.50678,0.35749,-0.53845,0.99975,0.47802999999999995,0.35556,-0.54001,0.99986,0.47141,0.35553,-0.54014,0.99993,0.46509,0.35571,-0.54012,0.99987,0.51195,0.37328,-0.36934,0.99976,0.45587,0.3698,-0.37946,0.9999,0.49644,0.40649,-0.49512,0.99991,0.47456,0.40771,-0.49791,0.99995,0.542,0.51543,-0.23723,0.99973,0.41212000000000004,0.5185,-0.23352,0.99991,0.56724,0.70894,-0.15615,0.99744,0.40181999999999995,0.72531,-0.14789,0.99832,0.61284,0.87069,-0.29584,0.98833,0.40747999999999995,0.90337,-0.28365,0.99354,0.62995,0.92469,-0.33715,0.96549,0.40281,0.95587,-0.32847,0.98536,0.62538,0.92742,-0.39835,0.97287,0.41264999999999996,0.95763,-0.37359,0.9876,0.61869,0.91168,-0.32271,0.97599,0.41642999999999997,0.94008,-0.30394,0.98751,0.52279,0.85964,-0.00613,0.99755,0.43947,0.86071,0.0066,0.99829,0.50892,1.13185,-0.0053,0.71537,0.43942000000000003,1.14157,-0.04184,0.90387,0.51317,1.36707,0.3552,0.02968,0.43377,1.36525,0.34182,0.05216,0.51616,1.40248,0.38407,0.044,0.43145999999999995,1.39851,0.36997,0.07063,0.49904000000000004,1.44598,0.18176,0.02009,0.44008,1.44161,0.19664,0.02551
102,4080,0.4878,0.37976,-0.57476,0.99995,0.49563999999999997,0.35642,-0.55122,0.9998,0.5011099999999999,0.35693,-0.55133,0.99987,0.50669,0.3575,-0.55154,0.99975,0.47795,0.35547,-0.55309,0.99986,0.47139,0.35543,-0.55323,0.99993,0.46511,0.35559,-0.55326,0.99987,0.51191,0.37342,-0.37972,0.99977,0.45608000000000004,0.36976,-0.3895,0.9999,0.49636,0.40643,-0.50829,0.99991,0.47448,0.40766,-0.51108,0.99995,0.54206,0.51656,-0.2437,0.99973,0.41205,0.51869,-0.2444,0.99991,0.57266,0.70703,-0.16321,0.99726,0.40152,0.72546,-0.16186,0.99824,0.6296200000000001,0.85693,-0.30462,0.98682,0.40652,0.90266,-0.29728,0.99308,0.6502600000000001,0.91193,-0.34479,0.96153,0.402,0.9557,-0.34198,0.98396,0.6472800000000001,0.91156,-0.40887,0.97006,0.41171,0.95726,-0.38648,0.98652,0.64019,0.89767,-0.33355,0.97388,0.41535,0.93965,-0.31748,0.98632,0.5221100000000001,0.86087,-0.00614,0.99673,0.43862999999999996,0.86129,0.00661,0.99772,0.50867,1.13506,-0.01848,0.71457,0.43972999999999995,1.14156,-0.07948,0.9059,0.5147200000000001,1.36667,0.34845,0.03166,0.43647,1.3637,0.29351,0.05801,0.51799,1.40235,0.37803,0.04643,0.43501,1.39683,0.32092,0.07545,0.5014799999999999,1.44568,0.17264,0.02182,0.44235,1.44092,0.14305,0.02822
