,left_elbow_x_cumsum_0,left_elbow_x_cumsum_1,left_elbow_x_cumsum_2,left_elbow_y_cumsum_0,left_elbow_y_cumsum_1,left_elbow_y_cumsum_2,right_elbow_x_cumsum_0,right_elbow_x_cumsum_1,right_elbow_x_cumsum_2,right_elbow_y_cumsum_0,right_elbow_y_cumsum_1,right_elbow_y_cumsum_2,left_wrist_x_cumsum_0,left_wrist_x_cumsum_1,left_wrist_x_cumsum_2,left_wrist_y_cumsum_0,left_wrist_y_cumsum_1,left_wrist_y_cumsum_2,right_wrist_x_cumsum_0,right_wrist_x_cumsum_1,right_wrist_x_cumsum_2,right_wrist_y_cumsum_0,right_wrist_y_cumsum_1,right_wrist_y_cumsum_2,right_forearm_r_cumsum_0,right_forearm_r_cumsum_1,right_forearm_r_cumsum_2,left_forearm_r_cumsum_0,left_forearm_r_cumsum_1,left_forearm_r_cumsum_2,right_forearm_angle_cumsum_0,right_forearm_angle_cumsum_1,right_forearm_angle_cumsum_2,left_forearm_angle_cumsum_0,left_forearm_angle_cumsum_1,left_forearm_angle_cumsum_2,shoulder_wrist_right_x,shoulder_wrist_right_y,shoulder_wrist_left_x,shoulder_wrist_left_y,gt_idle,gt_sr,gt_sl,gt_r,gt_rl,gt_su,gt_sd,gt_pin,gt_spr,gt_ft,gt_p
425,-3.7e-05,0.00136,0.008489,-0.003528,-0.010657,-0.015949,7.3e-05,0.001323,0.007092,-0.00316,-0.002058,0.003197,-0.001764,-0.002609,-0.006468,-0.004042,-0.020836,-0.072357,0.000882,0.004447,0.017455,-0.002278,-0.003491,-0.002683,0.000881,-0.001431,-0.005798,-0.000403,-0.009892,-0.054996,-0.001793,-0.006859,-0.022348,0.003387,0.00866,0.030179,0.051384,-1.064191,0.006634,-1.011083,1,0,0,0,0,0,0,0,0,0,0
426,0.000111,0.003871,0.015778,-0.00505,-0.008073,-0.024662,0.000369,0.003465,0.009879,-0.000184,0.002212,0.007188,-0.000442,-0.002101,-0.010064,-0.009326,-0.026247,-0.116193,0.000332,0.007852,0.022487,-0.001327,-0.001733,-0.00059,-0.001143,-0.003929,-0.007632,-0.00423,-0.017691,-0.088438,8.5e-05,-0.009739,-0.027446,0.001604,0.012845,0.042808,0.048504,-1.073518,0.012703,-0.971142,1,0,0,0,0,0,0,0,0,0,0
427,0.001298,0.008495,0.029527,-0.002114,-0.007456,-0.023073,0.00089,0.006714,0.011685,0.001298,0.006603,0.007345,-0.000408,-0.004303,-0.018955,-0.007567,-0.059573,-0.212995,0.003264,0.016396,0.02489,0.000111,0.000927,-0.000927,-0.001183,-0.005592,-0.008113,-0.005322,-0.05085,-0.180475,-0.005498,-0.022037,-0.029891,0.003955,0.026933,0.061395,0.051627,-1.078064,0.023501,-0.866022,1,0,0,0,0,0,0,0,0,0,0
428,0.002498,0.01454,0.028148,-0.000932,-0.017709,-0.025501,0.002237,0.008724,0.015211,0.001118,0.006152,0.001529,-0.001268,-0.00932,-0.022518,-0.009507,-0.100475,-0.312795,0.004325,0.019126,0.025128,-0.000522,0.000634,-0.01536,-0.001628,-0.005374,-0.016753,-0.008265,-0.079816,-0.271863,-0.004936,-0.024099,-0.023717,0.008068,0.040495,0.063103,0.051883,-1.065017,0.027588,-0.756672,1,0,0,0,0,0,0,0,0,0,0
429,0.004743,0.025916,-0.02573,-0.004444,-0.020165,-0.032787,0.003622,0.008626,0.019232,0.00422,0.004967,-0.003809,-0.002651,-0.017402,-0.007879,-0.042833,-0.197285,-0.41425,0.008888,0.017439,0.021584,0.001344,-0.000523,-0.020277,-0.002808,-0.005345,-0.016444,-0.037555,-0.16805,-0.380967,-0.012339,-0.02057,-0.007926,0.015919,0.052033,0.055355,0.055803,-1.060334,0.011696,-0.643339,1,0,0,0,0,0,0,0,0,0,0
430,0.007346,0.021026,-0.030958,-0.012406,-0.020239,-0.063977,0.002886,0.009407,0.023874,0.000825,-0.003823,-0.009782,-0.005435,-0.018702,-0.00446,-0.048461,-0.261906,-0.531796,0.005959,0.011993,0.015666,-0.000187,-0.016266,-0.021626,-0.000948,-0.012387,-0.011926,-0.034237,-0.227302,-0.438791,-0.007228,-0.006831,0.015518,0.01732,0.04078,0.040465,0.05699,-1.057751,0.008779,-0.49509,1,0,0,0,0,0,0,0,0,0,0
431,0.014026,-0.038259,-0.020037,-0.003402,-0.016181,-0.046085,0.002155,0.012892,0.024498,-7.6e-05,-0.00896,-0.016634,-0.009451,0.000189,-0.016634,-0.10748,-0.327129,-0.648398,0.002646,0.006843,0.01172,-0.001701,-0.0217,-0.020528,-0.001613,-0.012849,-0.004044,-0.097574,-0.313125,-0.246144,-0.001291,0.012489,0.027372,0.020958,0.024578,0.024654,0.058866,-1.065252,0.027536,-0.342374,1,0,0,0,0,0,0,0,0,0,0
432,-0.000227,-0.052802,-0.012319,-0.004511,-0.048746,-0.016186,0.004435,0.019066,0.021758,-0.004624,-0.010651,-0.017436,-0.003942,0.010462,-0.014442,-0.108106,-0.381062,-0.669483,0.003449,0.007164,0.016072,-0.014556,-0.019976,-0.013418,-0.009952,-0.009486,0.003907,-0.097426,-0.311318,0.006808,0.001744,0.025933,0.010497,0.004041,0.003701,0.00492,0.053614,-1.068907,0.041288,-0.218502,1,0,0,0,0,0,0,0,0,0,0
433,-0.05211,-0.03387,-0.00859,-0.008288,-0.038221,-0.007001,0.00632,0.017938,0.019905,-0.004276,-0.011958,-0.013018,0.013586,-0.003255,-0.01491,-0.11194,-0.43353,-0.72038,0.000757,0.005639,0.013359,-0.005487,-0.004314,0.001703,-0.001311,0.007503,0.014608,-0.118501,-0.051452,0.266424,0.012152,0.027139,0.013363,-0.00035,-0.000273,0.023419,0.059349,-1.06884,0.054263,-0.06163,1,0,0,0,0,0,0,0,0,0,0
434,-0.000377,0.039919,0.044069,-0.035768,-0.003358,0.007886,0.008263,0.010942,0.016262,-0.001736,-0.008489,-0.006225,0.000792,-0.023996,-0.027543,-0.16009,-0.447179,-0.672014,0.002943,0.01181,0.011998,7.5e-05,0.006603,0.007093,0.001771,0.015102,0.013282,-0.094757,0.2219,0.454619,0.011517,-0.003428,0.009219,1.3e-05,0.001193,0.056994,0.069375,-1.05007,0.063092,0.004483,1,0,0,0,0,0,0,0,0,0,0
