,left_elbow_x_cumsum_0,left_elbow_x_cumsum_1,left_elbow_x_cumsum_2,left_elbow_y_cumsum_0,left_elbow_y_cumsum_1,left_elbow_y_cumsum_2,right_elbow_x_cumsum_0,right_elbow_x_cumsum_1,right_elbow_x_cumsum_2,right_elbow_y_cumsum_0,right_elbow_y_cumsum_1,right_elbow_y_cumsum_2,left_wrist_x_cumsum_0,left_wrist_x_cumsum_1,left_wrist_x_cumsum_2,left_wrist_y_cumsum_0,left_wrist_y_cumsum_1,left_wrist_y_cumsum_2,right_wrist_x_cumsum_0,right_wrist_x_cumsum_1,right_wrist_x_cumsum_2,right_wrist_y_cumsum_0,right_wrist_y_cumsum_1,right_wrist_y_cumsum_2,right_forearm_r_cumsum_0,right_forearm_r_cumsum_1,right_forearm_r_cumsum_2,left_forearm_r_cumsum_0,left_forearm_r_cumsum_1,left_forearm_r_cumsum_2,right_forearm_angle_cumsum_0,right_forearm_angle_cumsum_1,right_forearm_angle_cumsum_2,left_forearm_angle_cumsum_0,left_forearm_angle_cumsum_1,left_forearm_angle_cumsum_2,shoulder_wrist_right_x,shoulder_wrist_right_y,shoulder_wrist_left_x,shoulder_wrist_left_y,gt_idle,gt_sr,gt_sl,gt_r,gt_rl,gt_su,gt_sd,gt_pin,gt_spr,gt_ft,gt_p
32,-0.000646,0.005678,0.00615,-0.011479,-0.016738,-0.020268,0.0047,-0.000996,0.007496,-0.019097,-0.011287,-0.008194,-0.000349,0.000856,-0.002097,-0.029074,-0.045795,-0.062393,-0.004787,-0.009715,-0.007321,-0.025195,-0.043716,-0.050023,-0.00677,-0.032991,-0.042759,-0.017407,-0.029432,-0.042821,0.011498,0.008568,0.013433,-0.001007,0.000212,0.000681,0.021876,-1.021995,-0.156227,-0.946211,1,0,0,0,0,0,0,0,0,0,0
33,0.001224,0.007471,0.006193,-0.002715,-0.006477,-0.007986,-0.002928,0.000461,0.017728,0.002609,0.010754,0.017586,0.001615,-0.001349,-0.001846,0.00126,-0.037443,-0.032545,-0.001934,-0.004614,-0.000248,0.004862,-0.030327,-0.019147,0.002313,-0.041316,-0.037573,0.003992,-0.031836,-0.025382,-0.001158,0.001579,0.014119,5.6e-05,0.001722,0.001714,0.019842,-1.043723,-0.161178,-0.944513,1,0,0,0,0,0,0,0,0,0,0
34,0.005246,0.005729,0.001934,-0.00265,-0.006266,-0.003437,-0.002882,0.005819,0.020177,0.005371,0.00854,0.016095,-0.000394,-0.00342,-0.013016,-0.018405,-0.035413,-0.044436,-0.003097,-0.000645,0.002471,-0.023883,-0.030346,-0.029684,-0.029202,-0.039212,-0.046632,-0.016349,-0.030069,-0.042506,-0.002243,0.003528,0.014645,0.001387,0.001943,0.003148,0.024814,-1.046645,-0.156866,-0.925001,1,0,0,0,0,0,0,0,0,0,0
35,0.001054,-0.000232,-0.014609,-0.001143,-0.002661,0.007876,0.006286,0.023663,0.045898,0.00284,0.009715,0.011715,-0.00259,-0.00309,-0.014359,-0.020591,-0.015662,-0.023681,0.000393,0.004786,0.009572,-0.01159,-0.000339,-0.002482,-0.014779,-0.011011,-0.015443,-0.019748,-0.013254,-0.031259,0.005066,0.018178,0.034299,0.000379,0.000371,-0.000759,0.032083,-1.053207,-0.159269,-0.922346,1,0,0,0,0,0,0,0,0,0,0
36,-0.000587,-0.004479,-0.033284,-0.002533,0.000367,0.023866,0.00246,0.017183,0.034312,0.00033,0.008078,0.009822,-0.000441,-0.010281,-0.020047,0.003727,-0.005526,0.0,0.002111,0.005306,0.008555,0.005287,0.005966,0.007876,0.004928,-0.00268,-0.002841,0.006232,-0.006521,-0.021753,0.000735,0.013985,0.029349,0.000203,0.001639,-0.004199,0.033306,-1.049936,-0.160924,-0.92138,1,0,0,0,0,0,0,0,0,0,0
37,-0.000745,-0.015746,-0.044423,0.000988,0.011982,0.026311,0.015634,0.038833,0.022435,0.006839,0.008926,0.014907,-7.5e-05,-0.011833,-0.02223,0.00136,-0.007006,-0.001193,0.002441,0.007435,0.006056,0.006373,0.004137,-0.000578,-0.001071,-0.005695,-0.016181,0.000451,-0.018336,-0.023838,0.016837,0.038541,0.020771,-0.000236,-0.001757,-0.007152,0.026214,-1.03258,-0.158921,-0.908172,1,0,0,0,0,0,0,0,0,0,0
38,-0.003307,-0.033474,-0.055488,0.002019,0.026629,0.034877,-0.000711,0.017227,0.004153,0.001057,0.002884,0.014574,-0.010229,-0.020457,-0.026302,-0.011094,-0.005307,0.00571,0.000827,0.00423,-0.002884,-0.005864,-0.003865,-0.020323,-0.006863,-0.007032,-0.03508,-0.013821,-0.029774,-0.024123,-0.002652,0.018581,0.008854,0.002279,-0.00579,-0.010991,0.032801,-1.005017,-0.159817,-0.900203,1,0,0,0,0,0,0,0,0,0,0
39,-0.012291,-0.042173,-0.067744,0.009417,0.024348,0.034872,0.024892,0.007805,-0.012116,0.001107,0.007339,0.013844,-0.001922,-0.012757,-0.025397,0.002485,0.008543,0.024717,0.004369,0.002932,-0.01398,0.003592,-0.00132,-0.014621,0.002112,-0.008814,-0.028513,-0.005618,-0.011351,-0.003268,0.031787,0.008088,0.004347,-0.004469,-0.011665,-0.015942,0.039267,-0.997373,-0.162132,-0.897055,1,0,0,0,0,0,0,0,0,0,0
40,-0.018491,-0.041111,-0.070843,0.015706,0.024181,0.030167,-0.006895,-0.020328,-0.051325,0.000751,0.012762,0.015488,-0.008554,-0.01456,-0.034552,0.003418,0.014738,0.025741,-0.000948,-0.008258,-0.042553,-0.0016,-0.018511,-0.040005,-0.002322,-0.031142,-0.055422,-0.010675,-0.004869,0.002077,-0.010208,-0.02197,-0.01986,-0.004711,-0.011,-0.01468,0.053232,-0.955385,-0.167764,-0.884043,1,0,0,0,0,0,0,0,0,0,0
41,-0.012033,-0.038315,-0.059349,-0.000519,0.010297,0.014248,-0.010597,-0.031071,-0.051965,0.005647,0.012333,0.03141,-0.002494,-0.015486,-0.034065,0.002774,0.019397,0.036439,-0.000519,-0.0179,-0.04957,-0.003432,-0.017102,-0.028637,-0.008884,-0.02913,-0.060011,0.004891,0.013198,0.026513,-0.017754,-0.022287,-0.009982,-0.003661,-0.008842,-0.008488,0.049847,-0.958504,-0.17113,-0.893955,1,0,0,0,0,0,0,0,0,0,0
