,left_elbow_x_cumsum_0,left_elbow_x_cumsum_1,left_elbow_x_cumsum_2,left_elbow_x_cumsum_3,left_elbow_x_cumsum_4,left_elbow_x_cumsum_5,left_elbow_y_cumsum_0,left_elbow_y_cumsum_1,left_elbow_y_cumsum_2,left_elbow_y_cumsum_3,left_elbow_y_cumsum_4,left_elbow_y_cumsum_5,right_elbow_x_cumsum_0,right_elbow_x_cumsum_1,right_elbow_x_cumsum_2,right_elbow_x_cumsum_3,right_elbow_x_cumsum_4,right_elbow_x_cumsum_5,right_elbow_y_cumsum_0,right_elbow_y_cumsum_1,right_elbow_y_cumsum_2,right_elbow_y_cumsum_3,right_elbow_y_cumsum_4,right_elbow_y_cumsum_5,left_wrist_x_cumsum_0,left_wrist_x_cumsum_1,left_wrist_x_cumsum_2,left_wrist_x_cumsum_3,left_wrist_x_cumsum_4,left_wrist_x_cumsum_5,left_wrist_y_cumsum_0,left_wrist_y_cumsum_1,left_wrist_y_cumsum_2,left_wrist_y_cumsum_3,left_wrist_y_cumsum_4,left_wrist_y_cumsum_5,right_wrist_x_cumsum_0,right_wrist_x_cumsum_1,right_wrist_x_cumsum_2,right_wrist_x_cumsum_3,right_wrist_x_cumsum_4,right_wrist_x_cumsum_5,right_wrist_y_cumsum_0,right_wrist_y_cumsum_1,right_wrist_y_cumsum_2,right_wrist_y_cumsum_3,right_wrist_y_cumsum_4,right_wrist_y_cumsum_5,right_forearm_r_cumsum_0,right_forearm_r_cumsum_1,right_forearm_r_cumsum_2,right_forearm_r_cumsum_3,right_forearm_r_cumsum_4,right_forearm_r_cumsum_5,left_forearm_r_cumsum_0,left_forearm_r_cumsum_1,left_forearm_r_cumsum_2,left_forearm_r_cumsum_3,left_forearm_r_cumsum_4,left_forearm_r_cumsum_5,right_forearm_angle_cumsum_0,right_forearm_angle_cumsum_1,right_forearm_angle_cumsum_2,right_forearm_angle_cumsum_3,right_forearm_angle_cumsum_4,right_forearm_angle_cumsum_5,left_forearm_angle_cumsum_0,left_forearm_angle_cumsum_1,left_forearm_angle_cumsum_2,left_forearm_angle_cumsum_3,left_forearm_angle_cumsum_4,left_forearm_angle_cumsum_5,gt_idle,gt_sr,gt_sl,gt_r
0,0.000237,0.001936,0.007903,0.014857,0.026317,0.031691,0.000356,-0.001581,-0.004307,-0.004663,-0.00162,0.000988,0.007192,0.012408,0.013988,0.016873,0.017703,0.020073,0.00079,0.000751,0.000158,-0.000474,-0.000632,-0.000672,0.010748,0.01711,0.022997,0.028174,0.036907,0.039752,0.001976,-0.012645,-0.02853,-0.027305,-0.024539,-0.018493,0.000948,0.00407,0.005888,0.00731,0.008456,0.009483,-0.000119,-0.001462,-0.007784,-0.010076,-0.010037,-0.010076,-0.001354,-0.002789,-0.008493,-0.01024,-0.010023,-0.010104,0.00177,-0.010766,-0.023919,-0.022401,-0.022758,-0.019381,0.090616,0.119731,0.111397,0.12973,0.125659,0.143657,-0.1088,-0.158305,-0.1617,-0.146979,-0.125004,-0.103545,1,0,0,0
1,0.001692,0.007636,0.014563,0.025978,0.031331,0.036841,-0.001929,-0.004645,-0.004999,-0.001968,0.00063,0.000708,0.005196,0.00677,0.009643,0.01047,0.012831,0.016689,-3.9e-05,-0.00063,-0.00126,-0.001417,-0.001456,-0.001692,0.006337,0.012202,0.017358,0.026057,0.02889,0.029205,-0.014563,-0.030386,-0.029166,-0.026411,-0.020389,-0.01972,0.003109,0.00492,0.006337,0.007478,0.008502,0.009171,-0.001338,-0.007636,-0.009919,-0.009879,-0.009919,-0.010352,-0.001429,-0.007111,-0.008851,-0.008635,-0.008715,-0.009088,-0.012488,-0.025589,-0.024077,-0.024433,-0.021069,-0.020559,0.028328,0.020219,0.038057,0.034097,0.051608,0.093102,-0.048168,-0.051471,-0.037148,-0.015766,0.005113,0.047794,1,0,0,0
2,0.005929,0.012841,0.024228,0.029569,0.035066,0.040014,-0.002709,-0.003063,-3.9e-05,0.002552,0.002631,0.005066,0.001571,0.004437,0.005262,0.007618,0.011466,0.014136,-0.000589,-0.001217,-0.001374,-0.001414,-0.001649,-0.002395,0.005851,0.010995,0.019673,0.022501,0.022815,0.02792,-0.015786,-0.014568,-0.01182,-0.005812,-0.005144,-0.005066,0.001806,0.00322,0.004359,0.00538,0.006047,0.007343,-0.006283,-0.00856,-0.008521,-0.00856,-0.008992,-0.009621,-0.005668,-0.007404,-0.007189,-0.007268,-0.00764,-0.007592,-0.013071,-0.011562,-0.011917,-0.008561,-0.008052,-0.010407,-0.007977,0.00957,0.005674,0.0229,0.063718,0.081468,-0.00325,0.01084,0.031873,0.052412,0.094397,0.092952,1,0,0,0
3,0.006923,0.01833,0.02368,0.029186,0.034143,0.041341,-0.000354,0.002675,0.005271,0.00535,0.007788,0.012784,0.002871,0.003697,0.006058,0.009912,0.012587,0.015655,-0.000629,-0.000787,-0.000826,-0.001062,-0.001809,-0.001849,0.005153,0.013846,0.016678,0.016993,0.022106,0.030327,0.001219,0.003973,0.009991,0.01066,0.010738,0.013846,0.001416,0.002557,0.003579,0.004248,0.005546,0.007513,-0.002281,-0.002242,-0.002281,-0.002714,-0.003343,-0.003422,-0.001739,-0.001523,-0.001603,-0.001976,-0.001928,-0.00202,0.001511,0.001156,0.004517,0.005027,0.002668,0.000792,0.017757,0.013814,0.031246,0.072552,0.090515,0.104797,0.014259,0.035543,0.056328,0.098815,0.097353,0.089103,1,0,0,0
4,0.011397,0.016741,0.022243,0.027195,0.034386,0.038159,0.003026,0.00562,0.005698,0.008135,0.013126,0.019964,0.000825,0.003183,0.007034,0.009707,0.012772,0.016938,-0.000157,-0.000196,-0.000432,-0.001179,-0.001218,-0.00114,0.008685,0.011515,0.011829,0.016938,0.025151,0.02861,0.002751,0.008764,0.009432,0.00951,0.012615,0.02633,0.00114,0.002161,0.00283,0.004126,0.006091,0.008724,3.9e-05,0.0,-0.000432,-0.001061,-0.00114,-0.001375,0.000215,0.000135,-0.000237,-0.000189,-0.000281,-0.000665,-0.000355,0.003003,0.003512,0.001156,-0.000719,0.006155,-0.003918,0.013403,0.054445,0.072293,0.086484,0.106054,0.021149,0.041801,0.084017,0.082564,0.074366,0.07757,1,0,0,0
5,0.005341,0.010838,0.015786,0.022972,0.026742,0.029491,0.002592,0.00267,0.005105,0.010092,0.016925,0.017553,0.002356,0.006204,0.008875,0.011938,0.0161,0.018692,-3.9e-05,-0.000275,-0.001021,-0.00106,-0.000982,-0.002749,0.002827,0.003142,0.008246,0.016454,0.019909,0.019045,0.006008,0.006676,0.006754,0.009856,0.023561,0.033653,0.001021,0.001689,0.002984,0.004948,0.007579,0.009503,-3.9e-05,-0.000471,-0.0011,-0.001178,-0.001414,-0.00593,-8e-05,-0.000451,-0.000404,-0.000496,-0.00088,-0.003655,0.003356,0.003865,0.00151,-0.000363,0.006505,0.015941,0.017229,0.058052,0.075805,0.08992,0.109386,0.116301,0.020542,0.062533,0.061088,0.052934,0.056121,0.08847,1,0,0,0
6,0.005503,0.010456,0.017649,0.021423,0.024174,0.026415,7.9e-05,0.002516,0.007508,0.014347,0.014976,0.018239,0.003852,0.006525,0.009591,0.013758,0.016352,0.02272,-0.000236,-0.000983,-0.001022,-0.000943,-0.002712,-0.002948,0.000314,0.005424,0.01364,0.017099,0.016234,0.016038,0.000668,0.000747,0.003852,0.017571,0.027673,0.047209,0.000668,0.001965,0.003931,0.006564,0.00849,0.01077,-0.000432,-0.001061,-0.00114,-0.001376,-0.005896,-0.008215,-0.000372,-0.000324,-0.000417,-0.000801,-0.003579,-0.005821,0.00051,-0.001847,-0.003722,0.003152,0.012598,0.028869,0.041108,0.058984,0.073197,0.092799,0.099762,0.149427,0.042283,0.040828,0.032618,0.035827,0.0684,0.093229,1,0,0,0
7,0.004957,0.012157,0.015935,0.018689,0.020931,0.0264,0.002439,0.007436,0.014282,0.014912,0.018177,0.020262,0.002675,0.005744,0.009915,0.012512,0.018885,0.022072,-0.000748,-0.000787,-0.000708,-0.002479,-0.002715,-0.004643,0.005115,0.013338,0.0168,0.015935,0.015738,0.021443,7.9e-05,0.003187,0.016918,0.02703,0.046584,0.050872,0.001298,0.003266,0.005902,0.00783,0.010112,0.012905,-0.00063,-0.000708,-0.000944,-0.005469,-0.00779,-0.014164,4.8e-05,-4.5e-05,-0.000429,-0.00321,-0.005454,-0.009911,-0.002359,-0.004236,0.002645,0.012099,0.028385,0.030588,0.017994,0.0323,0.05203,0.059039,0.10903,0.111901,-0.001464,-0.009729,-0.006499,0.026288,0.05128,0.04861,1,0,0,0
8,0.007192,0.010964,0.013715,0.015955,0.021417,0.027076,0.004991,0.011829,0.012457,0.015719,0.017802,0.017684,0.003065,0.007231,0.009825,0.016191,0.019374,0.022007,-3.9e-05,3.9e-05,-0.001729,-0.001965,-0.003891,-0.004362,0.008213,0.011672,0.010807,0.01061,0.016309,0.017213,0.003105,0.01682,0.026919,0.04645,0.050734,0.048926,0.001965,0.004598,0.006523,0.008803,0.011593,0.013676,-7.9e-05,-0.000314,-0.004834,-0.007152,-0.013519,-0.013597,-9.2e-05,-0.000477,-0.003254,-0.005495,-0.009947,-0.009573,-0.001875,0.004998,0.014441,0.030708,0.032909,0.031246,0.014189,0.033757,0.040708,0.090288,0.093135,0.099746,-0.008197,-0.004993,0.027525,0.052311,0.049663,0.102727,1,0,0,0
9,0.003762,0.006505,0.008739,0.014186,0.019829,0.024767,0.006819,0.007446,0.010698,0.012775,0.012658,0.014696,0.004154,0.00674,0.013089,0.016263,0.018889,0.018889,7.8e-05,-0.001685,-0.00192,-0.00384,-0.004311,-0.005447,0.003449,0.002586,0.00239,0.008073,0.008974,0.009327,0.013677,0.023748,0.043224,0.047496,0.045693,0.046712,0.002626,0.004546,0.006819,0.009601,0.011678,0.012579,-0.000235,-0.004742,-0.007054,-0.013402,-0.013481,-0.014891,-0.000383,-0.003153,-0.005388,-0.009827,-0.009454,-0.009697,0.006854,0.01627,0.032492,0.034686,0.033028,0.03208,0.019187,0.026003,0.074619,0.077411,0.083893,0.073382,0.003141,0.035027,0.059331,0.056735,0.108767,0.158475,1,0,0,0
10,0.002745,0.00498,0.01043,0.016076,0.021016,0.021604,0.000627,0.003882,0.00596,0.005842,0.007881,0.003882,0.002588,0.00894,0.012116,0.014743,0.014743,0.014272,-0.001764,-0.002,-0.003921,-0.004391,-0.005529,-0.009371,-0.000863,-0.001059,0.004627,0.005529,0.005881,0.005411,0.010077,0.029564,0.033838,0.032034,0.033054,0.031485,0.001921,0.004195,0.006979,0.009057,0.009959,0.010391,-0.004509,-0.006822,-0.013174,-0.013253,-0.014664,-0.021526,-0.002771,-0.005007,-0.009449,-0.009076,-0.009319,-0.012303,0.009422,0.025652,0.027847,0.026189,0.02524,0.027693,0.006842,0.055645,0.058448,0.064955,0.054404,0.042879,0.032008,0.056406,0.0538,0.106033,0.155932,0.166934,1,0,0,0
11,0.002244,0.007717,0.013387,0.018348,0.018938,0.019017,0.003268,0.005355,0.005237,0.007284,0.003268,0.003071,0.006378,0.009568,0.012206,0.012206,0.011733,0.012324,-0.000236,-0.002166,-0.002638,-0.00378,-0.007638,-0.016222,-0.000197,0.005512,0.006418,0.006772,0.0063,0.007284,0.019568,0.02386,0.022049,0.023073,0.021498,0.021183,0.002284,0.005079,0.007166,0.008071,0.008505,0.00941,-0.002323,-0.008701,-0.00878,-0.010198,-0.017088,-0.023939,-0.002245,-0.006706,-0.006331,-0.006575,-0.009572,-0.007829,0.016298,0.018502,0.016837,0.015884,0.018348,0.01821,0.050247,0.053132,0.059832,0.048968,0.037102,0.034205,0.02512,0.022436,0.076214,0.127589,0.138916,0.128682,1,0,0,0
12,0.005481,0.011159,0.016127,0.016719,0.016797,0.016719,0.00209,0.001972,0.004022,0.0,-0.000197,0.004298,0.003194,0.005836,0.005836,0.005363,0.005954,0.007847,-0.001932,-0.002405,-0.003549,-0.007413,-0.016009,-0.016088,0.005717,0.006624,0.006979,0.006506,0.007492,0.009818,0.004298,0.002484,0.003509,0.001932,0.001617,0.008517,0.0028,0.004889,0.005796,0.00623,0.007137,0.008359,-0.006388,-0.006467,-0.007886,-0.014786,-0.021647,-0.02216,-0.004467,-0.004091,-0.004336,-0.007337,-0.005592,-0.00605,0.002208,0.00054,-0.000414,0.002053,0.001915,0.004277,0.002915,0.009683,-0.001292,-0.013279,-0.016206,-0.008498,-0.002711,0.051617,0.103519,0.114962,0.104623,0.076317,1,0,0,0
13,0.005687,0.010663,0.011256,0.011335,0.011256,0.011295,-0.000118,0.001935,-0.002093,-0.002291,0.002212,0.004226,0.002646,0.002646,0.002172,0.002765,0.00466,0.005845,-0.000474,-0.001619,-0.00549,-0.014099,-0.014178,-0.014099,0.000908,0.001264,0.00079,0.001777,0.004107,0.005016,-0.001817,-0.00079,-0.00237,-0.002686,0.004226,0.011058,0.002093,0.003002,0.003436,0.004344,0.005569,0.005924,-7.9e-05,-0.001501,-0.008412,-0.015284,-0.015798,-0.0156,0.000376,0.000131,-0.002875,-0.001127,-0.001586,-0.001497,-0.00167,-0.002626,-0.000155,-0.000293,0.002073,0.006878,0.006845,-0.004255,-0.016379,-0.019339,-0.011544,-0.001644,0.054947,0.107439,0.119013,0.108557,0.079928,0.068568,1,0,0,0
14,0.004995,0.005589,0.005669,0.005589,0.005629,0.006224,0.002061,-0.001982,-0.00218,0.002339,0.00436,0.005193,0.0,-0.000476,0.000119,0.002022,0.003211,0.004915,-0.00115,-0.005034,-0.013676,-0.013755,-0.013676,-0.013478,0.000357,-0.000119,0.000872,0.003211,0.004123,0.003924,0.001031,-0.000555,-0.000872,0.006065,0.012923,0.021644,0.000912,0.001348,0.00226,0.003488,0.003845,0.004123,-0.001427,-0.008364,-0.015262,-0.015777,-0.015579,-0.015499,-0.000246,-0.003263,-0.001508,-0.001969,-0.00188,-0.002047,-0.000959,0.001521,0.001382,0.003757,0.00858,0.016479,-0.011391,-0.023832,-0.026869,-0.01887,-0.008711,0.008563,0.053867,0.065743,0.055013,0.025634,0.013977,0.022956,1,0,0,0
15,0.000595,0.000674,0.000595,0.000635,0.00123,0.00115,-0.004046,-0.004244,0.000278,0.002301,0.003134,0.007457,-0.000476,0.000119,0.002023,0.003213,0.004919,0.005315,-0.003887,-0.012535,-0.012614,-0.012535,-0.012336,-0.012217,-0.000476,0.000516,0.002856,0.003768,0.00357,0.011503,-0.001587,-0.001904,0.005038,0.0119,0.020627,0.022689,0.000436,0.001349,0.002578,0.002935,0.003213,0.003253,-0.006942,-0.013844,-0.014359,-0.014161,-0.014082,-0.011265,-0.003019,-0.001263,-0.001724,-0.001635,-0.001802,0.000883,0.002481,0.002343,0.004719,0.009545,0.01745,0.015133,-0.012499,-0.015551,-0.007515,0.002692,0.020047,0.025507,0.011932,0.001152,-0.028365,-0.040077,-0.031056,-0.13987,1,0,0,0
16,8e-05,0.0,4e-05,0.000638,0.000559,0.000918,-0.000199,0.004349,0.006384,0.007222,0.011571,0.017037,0.000598,0.002514,0.003711,0.005426,0.005825,0.005666,-0.008698,-0.008778,-0.008698,-0.008498,-0.008379,-0.007661,0.000997,0.003351,0.004269,0.00407,0.012049,0.013605,-0.000319,0.006663,0.013566,0.022343,0.024418,0.033196,0.000918,0.002155,0.002514,0.002793,0.002833,0.001197,-0.006942,-0.007461,-0.007262,-0.007182,-0.004349,0.000997,0.001766,0.001302,0.001392,0.001224,0.003925,0.008507,-0.000139,0.002251,0.007105,0.015056,0.012725,0.016039,-0.003179,0.005192,0.015824,0.0339,0.039587,0.060967,-0.011229,-0.041973,-0.054172,-0.044776,-0.158117,-0.17497,1,0,0,0
17,-8e-05,-4e-05,0.000562,0.000482,0.000844,8e-05,0.00458,0.006629,0.007472,0.011851,0.017355,0.017074,0.001928,0.003134,0.004861,0.005263,0.005102,0.003455,-8e-05,0.0,0.000201,0.000321,0.001045,-0.003415,0.00237,0.003294,0.003093,0.011128,0.012695,0.009481,0.007031,0.013981,0.022819,0.024908,0.033747,0.033546,0.001245,0.001607,0.001888,0.001928,0.000281,-0.003053,-0.000522,-0.000321,-0.000241,0.002611,0.007995,0.005705,-0.000467,-0.000377,-0.000546,0.002173,0.006788,0.008912,0.002406,0.007295,0.0153,0.012953,0.01629,0.016368,0.008785,0.019942,0.038911,0.04488,0.067316,0.092218,-0.032264,-0.045066,-0.035205,-0.154148,-0.171833,-0.135068,1,0,0,0
18,4e-05,0.000641,0.000561,0.000921,0.00016,-0.00012,0.002043,0.002884,0.007249,0.012736,0.012455,0.009372,0.001201,0.002924,0.003324,0.003164,0.001522,0.000681,8e-05,0.00028,0.0004,0.001121,-0.003324,-0.012015,0.000921,0.000721,0.008731,0.010293,0.007089,0.005367,0.006929,0.01574,0.017822,0.026633,0.026433,0.025592,0.00036,0.000641,0.000681,-0.000961,-0.004285,-0.007209,0.0002,0.00028,0.003124,0.008491,0.006208,-0.0159,9e-05,-7.8e-05,0.002632,0.007232,0.00935,-0.004111,0.004873,0.012853,0.010514,0.01384,0.013919,0.016166,0.010917,0.029478,0.035318,0.057271,0.081637,0.105171,-0.012526,-0.002878,-0.11926,-0.136565,-0.100591,-0.079219,1,0,0,0
19,0.0006,0.00052,0.00088,0.00012,-0.00016,-0.0002,0.00084,0.005199,0.010678,0.010398,0.007319,0.005399,0.00172,0.00212,0.00196,0.00032,-0.00052,-0.003199,0.0002,0.00032,0.00104,-0.003399,-0.012078,-0.014237,-0.0002,0.007799,0.009358,0.006159,0.004439,-0.0002,0.008798,0.010878,0.019676,0.019476,0.018637,0.017917,0.00028,0.00032,-0.00132,-0.004639,-0.007559,-0.012798,8e-05,0.002919,0.008278,0.005999,-0.016077,-0.018397,-0.000168,0.002539,0.007132,0.009247,-0.004195,-0.004402,0.007969,0.005633,0.008955,0.009033,0.011277,0.012517,0.018377,0.024158,0.045893,0.070017,0.093316,0.124702,0.009552,-0.105672,-0.122805,-0.087188,-0.066029,0.002866,1,0,0,0
20,-8e-05,0.000279,-0.000478,-0.000757,-0.000797,-0.000956,0.004342,0.009799,0.00952,0.006453,0.004541,0.003704,0.000398,0.000239,-0.001394,-0.002231,-0.004899,-0.006652,0.000119,0.000836,-0.003585,-0.012229,-0.01438,-0.014659,0.007967,0.00952,0.006333,0.004621,0.0,-0.00717,0.002071,0.010835,0.010635,0.009799,0.009082,0.008206,4e-05,-0.001593,-0.004899,-0.007807,-0.013025,-0.015973,0.002828,0.008166,0.005895,-0.016093,-0.018403,-0.017447,0.002696,0.007271,0.009377,-0.004011,-0.004217,-0.003,-0.002327,0.000982,0.001059,0.003294,0.004529,0.004629,0.005622,0.026758,0.050217,0.072875,0.103396,0.118013,-0.11205,-0.128711,-0.094076,-0.073499,-0.006503,0.096927,1,0,0,0
21,0.000356,-0.000396,-0.000673,-0.000713,-0.000871,-0.001149,0.005426,0.005149,0.002099,0.000198,-0.000634,-0.001663,-0.000158,-0.001782,-0.002614,-0.005268,-0.00701,-0.009109,0.000713,-0.003683,-0.012278,-0.014417,-0.014694,-0.01608,0.001545,-0.001624,-0.003327,-0.007921,-0.01505,-0.02313,0.008713,0.008515,0.007684,0.006971,0.006099,0.005545,-0.001624,-0.004911,-0.007802,-0.012991,-0.015922,-0.018892,0.005307,0.00305,-0.018813,-0.02111,-0.02016,-0.022061,0.004549,0.006643,-0.006669,-0.006874,-0.005664,-0.00619,0.00329,0.003367,0.005589,0.006817,0.006916,0.007659,0.020307,0.042845,0.064614,0.093938,0.107982,0.118085,-0.016007,0.017269,0.037038,0.101407,0.200778,0.312174,1,0,0,0
22,-0.000748,-0.001023,-0.001062,-0.00122,-0.001495,-0.001731,-0.000275,-0.003305,-0.005194,-0.00602,-0.007043,-0.00661,-0.001613,-0.00244,-0.005076,-0.006807,-0.008892,-0.011489,-0.004367,-0.012906,-0.01503,-0.015306,-0.016683,-0.016447,-0.003148,-0.00484,-0.009404,-0.016486,-0.024513,-0.027503,-0.000197,-0.001023,-0.001731,-0.002597,-0.003148,-0.003069,-0.003266,-0.006138,-0.011293,-0.014204,-0.017155,-0.01987,-0.002243,-0.023962,-0.026244,-0.0253,-0.027189,-0.026835,0.002081,-0.011144,-0.011348,-0.010146,-0.010668,-0.010552,7.7e-05,0.002284,0.003504,0.003603,0.004341,0.004109,0.021525,0.042316,0.070321,0.083733,0.093382,0.094721,0.03178,0.050661,0.112135,0.20704,0.313428,0.351605,1,0,0,0
23,-0.000275,-0.000315,-0.000472,-0.000747,-0.000983,-0.001101,-0.003029,-0.004917,-0.005743,-0.006766,-0.006333,-0.003068,-0.000826,-0.003461,-0.005192,-0.007277,-0.009873,-0.012037,-0.008536,-0.01066,-0.010935,-0.012312,-0.012076,-0.01062,-0.001691,-0.006254,-0.013335,-0.021359,-0.024348,-0.023837,-0.000826,-0.001534,-0.002399,-0.00295,-0.002871,-0.000511,-0.002871,-0.008024,-0.010935,-0.013885,-0.016599,-0.019038,-0.021713,-0.023994,-0.02305,-0.024938,-0.024584,-0.022893,-0.013221,-0.013425,-0.012223,-0.012745,-0.012628,-0.012396,0.002207,0.003427,0.003525,0.004263,0.004032,0.003098,0.020747,0.048695,0.062079,0.071708,0.073044,0.076159,0.018841,0.080188,0.174896,0.281064,0.319162,0.311132,1,0,0,0
24,-3.9e-05,-0.000197,-0.000472,-0.000708,-0.000825,0.000432,-0.001887,-0.002712,-0.003734,-0.003302,-3.9e-05,0.002712,-0.002634,-0.004363,-0.006447,-0.009041,-0.011203,-0.011832,-0.002123,-0.002398,-0.003774,-0.003538,-0.002083,0.002594,-0.00456,-0.011635,-0.019654,-0.022642,-0.022131,-0.020755,-0.000708,-0.001572,-0.002123,-0.002044,0.000314,0.001808,-0.005149,-0.008058,-0.011006,-0.013719,-0.016156,-0.016667,-0.00228,-0.001336,-0.003223,-0.00287,-0.001179,0.006879,-0.000204,0.000997,0.000475,0.000592,0.000825,0.004206,0.001219,0.001317,0.002054,0.001823,0.000891,-0.000371,0.027817,0.041138,0.050722,0.052052,0.055153,0.054237,0.06106,0.155325,0.260996,0.298916,0.290923,0.290114,1,0,0,0
25,-0.000157,-0.000432,-0.000667,-0.000785,0.000471,0.006592,-0.000824,-0.001844,-0.001413,0.001844,0.004591,0.006592,-0.001727,-0.003806,-0.006396,-0.008555,-0.009182,-0.008908,-0.000275,-0.001648,-0.001413,3.9e-05,0.004709,0.007063,-0.007063,-0.015069,-0.018051,-0.017541,-0.016167,-0.009771,-0.000863,-0.001413,-0.001334,0.00102,0.002511,0.002276,-0.002904,-0.005847,-0.008555,-0.010987,-0.011498,-0.012243,0.000942,-0.000942,-0.000589,0.001099,0.009143,0.012282,0.001199,0.000678,0.000794,0.001027,0.004402,0.005177,9.9e-05,0.000834,0.000604,-0.000327,-0.001587,-0.003834,0.013161,0.02263,0.023943,0.027007,0.026103,0.037919,0.093131,0.19753,0.234994,0.227097,0.226299,0.224042,1,0,0,0
26,-0.000274,-0.000508,-0.000625,0.000625,0.006722,0.006917,-0.001016,-0.000586,0.002657,0.005393,0.007386,0.008871,-0.002071,-0.004651,-0.0068,-0.007425,-0.007152,-0.005276,-0.001368,-0.001133,0.000313,0.004963,0.007308,0.009262,-0.007972,-0.010943,-0.010434,-0.009067,-0.002697,-0.000469,-0.000547,-0.000469,0.001876,0.003361,0.003126,0.002775,-0.002931,-0.005628,-0.008051,-0.008559,-0.009301,-0.009067,-0.001876,-0.001524,0.000156,0.008168,0.011294,0.011333,-0.000519,-0.000403,-0.000172,0.00319,0.003962,0.002035,0.000733,0.000503,-0.000424,-0.001679,-0.003916,-0.00584,0.009201,0.010477,0.013455,0.012575,0.024058,0.042198,0.101448,0.137853,0.130179,0.129403,0.12721,0.102749,1,0,0,0
27,-0.000234,-0.000352,0.000898,0.006992,0.007187,0.006875,0.00043,0.003672,0.006406,0.008398,0.009883,0.009804,-0.002578,-0.004726,-0.005351,-0.005078,-0.003203,0.006055,0.000234,0.00168,0.006328,0.008672,0.010625,0.01289,-0.002969,-0.002461,-0.001094,0.005273,0.0075,0.010429,7.8e-05,0.002422,0.003906,0.003672,0.00332,0.003008,-0.002695,-0.005117,-0.005625,-0.006367,-0.006133,-0.004765,0.000352,0.002031,0.010039,0.013164,0.013203,0.014375,0.000116,0.000347,0.003707,0.004478,0.002552,0.001477,-0.000229,-0.001156,-0.00241,-0.004647,-0.00657,-0.006929,0.001272,0.004239,0.003363,0.014806,0.032884,0.119284,0.03628,0.028633,0.02786,0.025674,0.001297,-0.038653,1,0,0,0
28,-0.000117,0.001132,0.007223,0.007419,0.007106,0.008278,0.003241,0.005974,0.007965,0.009449,0.009371,0.009293,-0.002147,-0.002772,-0.002499,-0.000625,0.008629,0.015852,0.001445,0.006091,0.008434,0.010386,0.012651,0.015813,0.000508,0.001874,0.008239,0.010464,0.013393,0.023622,0.002343,0.003826,0.003592,0.003241,0.002928,0.001679,-0.002421,-0.002928,-0.00367,-0.003436,-0.002069,0.000234,0.001679,0.009683,0.012807,0.012846,0.014017,0.016048,0.000231,0.00359,0.004361,0.002435,0.001361,0.000304,-0.000926,-0.00218,-0.004415,-0.006338,-0.006697,-0.008106,0.002959,0.002085,0.013495,0.03152,0.117672,0.170992,-0.007625,-0.008396,-0.010576,-0.034883,-0.074717,-0.185061,1,0,0,0
29,0.001244,0.00731,0.007505,0.007194,0.00836,0.010071,0.002722,0.004705,0.006183,0.006105,0.006027,0.005949,-0.000622,-0.00035,0.001516,0.010732,0.017925,0.022475,0.004627,0.00696,0.008904,0.01116,0.014309,0.016176,0.001361,0.007699,0.009915,0.012832,0.023019,0.027141,0.001478,0.001244,0.000894,0.000583,-0.000661,-0.001944,-0.000505,-0.001244,-0.001011,0.00035,0.002644,0.009488,0.007971,0.011082,0.011121,0.012287,0.014309,0.01567,0.003345,0.004113,0.002195,0.001125,7.3e-05,-0.000474,-0.001248,-0.003475,-0.005389,-0.005746,-0.00715,-0.008391,-0.000849,0.010235,0.027746,0.111436,0.163233,0.13936,-0.000749,-0.002866,-0.026479,-0.065175,-0.172366,-0.200526,1,0,0,0
30,0.006048,0.006242,0.005931,0.007094,0.0088,0.010661,0.001977,0.00345,0.003373,0.003295,0.003218,0.003644,0.000271,0.002132,0.01132,0.018492,0.023028,0.028455,0.002326,0.004264,0.006513,0.009653,0.011514,0.015701,0.006319,0.008529,0.011436,0.021593,0.025703,0.03144,-0.000233,-0.000582,-0.000892,-0.002132,-0.003412,-0.003605,-0.000737,-0.000504,0.000853,0.00314,0.009963,0.016903,0.003101,0.00314,0.004303,0.006319,0.007676,0.013956,0.000765,-0.001146,-0.002214,-0.003262,-0.003808,-0.001736,-0.00222,-0.004128,-0.004485,-0.005884,-0.007121,-0.007775,0.010854,0.028,0.10995,0.160671,0.137294,0.121348,-0.002073,-0.025195,-0.063087,-0.16805,-0.195624,-0.239948,1,0,0,0
31,0.000194,-0.000116,0.001045,0.002749,0.004607,0.006156,0.001471,0.001394,0.001316,0.001239,0.001665,0.002091,0.001858,0.011034,0.018197,0.022726,0.028147,0.03136,0.001936,0.004181,0.007317,0.009176,0.013357,0.01657,0.002207,0.005111,0.015254,0.019358,0.025088,0.030199,-0.000348,-0.000658,-0.001897,-0.003175,-0.003368,-0.003368,0.000232,0.001587,0.003872,0.010686,0.017616,0.024275,3.9e-05,0.0012,0.003213,0.004568,0.01084,0.013744,-0.001909,-0.002975,-0.004022,-0.004567,-0.002498,-0.002839,-0.001906,-0.002262,-0.003659,-0.004895,-0.005547,-0.005977,0.016988,0.098182,0.148434,0.125273,0.109475,0.073827,-0.022908,-0.060451,-0.164445,-0.191764,-0.23568,-0.275912,1,0,0,0
